UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage,Pos_Rank_Average,pass_Volume,shot_Volume,dribble_Volume,pass_Accuracy,shot_Accuracy,dribble_Accuracy,tpr_club,UID
2000197173,,Ediz Demirkiran,2005-01-01,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",179,71 kg,17,75000 - 220000,7500,-,-,,0,-,Creative,-,Mezzala,Support,MC,54,9,39,39,54,49,44,9,14,34,44,44,44,79,79,39,9,49,44,24,44,9,44,44,4,4,54,44,54,59,39,14,34,54,34,29,9,4,9,44,29,54,49,59,9,49,54,3704,185,75000.0,220000.0,5000.0,MC_Mezzala,7,15,45,60,76,50,67,20,76,44,50,45,45,42,54,49,47,52,45,Edin Džeko,8329170,100,6,66.96,1.39,1.01,87.56,36.17,56.21,92,2000197173
2000197174,Loa,Leon Markert,2005-01-13,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,GK,185,78 kg,17,35000 - 325000,427000,-,-,,0,-,Assertive,-,Goalkeeper,Defend,GK,44,64,69,34,39,14,49,49,44,24,49,9,9,69,34,4,24,14,4,4,29,69,4,69,59,29,4,14,4,54,14,54,44,44,4,29,54,69,64,14,19,4,39,14,39,34,34,3704,185,35000.0,325000.0,31356838.0,GK_Goalkeeper,0,49,27,63,40,40,40,77,40,40,40,40,40,40,40,40,40,40,48,Leon Goretzka,13239551,6937,0,58.41,0.0,0.0,79.16,22.68,77.16,92,2000197174
2000197187,Loa,Liul Bruke Alemu,2005-05-20,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"MC,AMC",181,72 kg,17,7000 - 75000,151000,-,-,,0,-,Technical,-,Advanced Playmaker,Support,AMC,29,14,44,59,49,24,19,9,14,54,34,39,49,54,59,69,9,49,74,49,39,4,39,44,4,24,44,29,19,59,64,9,49,64,34,39,14,4,14,24,24,39,44,59,14,59,49,3704,185,7000.0,75000.0,4443338.0,AMC_Advanced Playmaker,9,19,46,61,48,63,76,20,76,40,62,41,41,52,58,50,45,45,46,Luke Ayling,11650130,3469,8,63.23,0.99,2.27,97.16,35.89,56.04,92,2000197187
2000171035,Inj,Salih Sen,2005-01-10,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",182,67 kg,17,20000 - 190000,201000,-,-,,0,-,Technical,-,Deep Lying Playmaker,Defend,MC,64,4,24,54,49,64,39,9,4,59,39,34,14,44,29,39,9,19,64,74,24,14,34,29,14,29,44,29,39,59,44,14,64,64,9,39,14,9,4,24,34,39,64,64,9,64,44,3704,185,20000.0,190000.0,16666219.0,MC_Deep Lying Playmaker,7,17,44,59,75,50,66,20,75,44,50,44,45,42,53,49,46,52,44,Salvi,6693909,100,6,69.8,1.63,1.59,94.83,34.86,56.49,92,2000171035
2000065827,Inj,Rareş Canea,2004-03-12,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,DC,189,80 kg,18,6000 - 55000,2600,-,-,,0,-,Technical,-,Ball Playing Defender,Defend,DC,29,4,39,39,29,49,49,4,14,74,49,29,24,29,54,14,14,34,49,24,19,9,54,69,4,39,44,19,54,39,34,9,39,64,14,64,9,4,9,29,29,74,44,64,14,54,49,3704,185,6000.0,55000.0,5000.0,DC_Ball Playing Defender,3,15,41,59,54,40,40,20,43,76,41,54,56,40,42,43,44,45,44,Rareş Ilie,4919047,100,3,83.5,1.13,0.0,102.18,28.4,75.35,92,2000065827
2000197179,,Florian Pollak,2005-02-24,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,WBL",182,73 kg,17,9000 - 90000,3300,-,-,,0,-,Technical,-,Full-Back,Defend,DL,59,4,44,44,34,44,34,4,4,44,34,29,24,74,54,39,9,39,49,59,24,4,44,44,14,39,39,39,34,69,39,9,59,49,29,49,9,19,9,29,24,64,64,49,9,44,39,3704,185,9000.0,90000.0,5000.0,DL_Full-Back,4,14,44,59,42,41,40,20,42,47,42,77,55,40,56,48,55,77,44,Florian Niederlechner,7423937,100,4,73.46,1.22,1.15,89.08,32.77,54.59,92,2000197179
2000197176,,Lars Böhmeke,2005-01-13,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Very Weak,GK,186,78 kg,17,20000 - 200000,175000,-,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,34,64,24,74,19,34,24,44,34,24,29,9,4,64,49,9,24,14,14,9,19,64,4,64,64,44,14,9,14,59,4,34,34,34,9,39,49,64,44,14,9,14,29,9,39,24,24,3704,185,20000.0,200000.0,25136142.0,GK_Goalkeeper,0,44,25,58,40,40,40,73,40,40,40,40,40,40,40,40,40,40,43,Haris Belkebla,5150030,100,0,62.68,0.0,0.0,87.43,12.44,76.67,92,2000197176
2000179660,Loa,Christian Kouam,2005-04-06,CMR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",190,82 kg,17,12000 - 120000,268000,-,-,U20,0,-,Physical,-,Central Midfielder,Defend,MC,34,4,74,44,24,34,39,4,9,24,39,34,19,54,14,19,9,29,64,24,29,4,24,69,14,34,34,4,44,64,24,14,39,49,14,64,14,14,14,34,64,64,64,44,9,39,54,3704,185,12000.0,120000.0,32732155.0,MC_Central Midfielder,7,17,39,53,71,49,62,20,71,43,49,44,45,41,51,48,46,50,39,Christian Kouamé,5000,100,6,69.17,1.03,0.0,91.0,34.28,69.42,92,2000179660
719601,,Robert Lewandowski,1988-08-21,POL,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,ST,185,81 kg,33,,158000,501,380,Main,132,3,Intelligent,-,Poacher,Attack,ST,69,14,74,64,94,94,79,14,9,84,84,14,39,84,99,64,9,94,89,69,74,14,84,74,4,74,59,14,34,99,94,9,69,64,99,34,9,9,14,89,79,34,59,79,14,64,59,1435,1215,,,7625567.0,ST_Poacher,12,20,72,92,42,76,63,21,44,42,71,42,42,99,55,50,46,43,75,Robert Lewandowski,119927559,566472,12,37.2,3.41,1.61,90.18,39.87,45.01,87,719601
35017428,,Marc-André ter Stegen,1992-04-30,GER,Spanish First Division,FC Barcelona,Spain (First Division),Either,Very Strong,Strong,GK,187,85 kg,30,131000000 - 196000000,49000,343,-,,28,13,Distributor,-,Sweeper Keeper,Support,GK,69,64,54,69,84,79,74,74,74,89,74,24,4,64,89,9,59,4,64,24,39,69,34,79,94,69,4,4,14,74,4,69,54,84,14,59,49,89,89,64,74,14,69,69,84,44,49,1435,1215,131000000.0,196000000.0,4524108.0,GK_Sweeper Keeper,0,74,51,89,41,41,42,97,41,41,41,41,41,42,41,41,41,41,73,Marc-André ter Stegen,69317115,293463,0,43.89,0.97,0.0,68.59,20.44,92.79,87,35017428
5124470,,Gerard Piqué,1987-02-02,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,DC,194,85 kg,35,425000 - 8000000,43500,425,31,,102,12,Intelligent,-,Ball Playing Defender,Defend,DC,49,14,59,39,74,44,69,4,14,84,74,34,34,84,69,59,9,54,74,49,34,4,79,79,4,84,39,34,74,74,39,4,54,79,64,89,14,9,9,64,69,74,74,79,9,74,74,1435,1215,425000.0,8000000.0,7078249.0,DC_Ball Playing Defender,3,19,63,82,62,41,41,21,45,94,42,63,64,42,44,44,47,48,66,Gerard Piqué,32219286,194659,3,74.8,1.3,0.3,88.64,37.02,72.34,87,5124470
85140178,,Ousmane Dembélé,1997-05-15,FRA,Spanish First Division,FC Barcelona,Spain (First Division),Either,Very Strong,Very Strong,"MR,ML,AMR,AML",178,67 kg,25,51000000 - 76000000,15750,160,37,Main,27,4,Creative,-,Inverted Winger,Attack,AMR,89,4,44,89,54,54,54,9,4,44,39,64,79,39,64,94,4,59,69,89,49,14,34,44,14,39,64,29,19,59,69,9,89,59,54,24,4,4,4,59,44,24,34,84,9,69,54,1435,1215,51000000.0,76000000.0,5000.0,AMR_Inverted Winger,11,15,58,75,43,87,64,20,51,41,87,43,50,56,88,87,66,46,59,Ousmane Dembélé,80082732,364594,10,47.19,2.6,5.11,88.9,37.83,45.87,87,85140178
1510566,,Sergio Busquets,1988-07-16,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"DM,MC",189,76 kg,33,18.5000000 - 27000000,1100,476,13,Main,137,3,Intelligent,-,Defensive Midfielder,Support,DM,49,9,59,49,94,54,59,4,4,89,89,39,54,89,79,59,14,39,79,44,39,14,54,69,4,64,44,39,74,74,49,19,54,84,49,84,4,4,9,59,54,74,94,79,14,79,74,1435,1215,18.5,27000000.0,5000.0,DM_Defensive Midfielder,6,20,65,82,94,43,53,20,93,56,44,48,51,42,46,46,48,49,66,Sergio Busquets,70311656,366007,6,74.94,1.36,0.66,91.75,38.39,62.69,87,1510566
67052513,,Jordi Alba,1989-03-21,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Left,Reasonable,Very Strong,"DL,WBL",170,68 kg,33,30000000 - 36000000,1100,429,32,,85,4,Leader,-,Wing-Back,Attack,DL,84,9,74,69,79,74,74,9,4,59,64,59,69,69,79,64,14,64,79,64,49,9,24,29,14,64,49,59,59,64,89,14,74,64,49,59,9,4,4,74,44,69,74,74,4,74,79,1435,1215,30000000.0,36000000.0,5000.0,DL_Wing-Back,4,18,66,82,44,43,42,20,44,51,44,96,63,41,64,53,64,96,66,Jordi Alba,65855485,342794,4,69.22,2.04,1.62,81.1,34.18,45.68,87,67052513
37047745,,Frenkie de Jong,1997-05-12,NED,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"DC,DM,MC",181,69 kg,25,134000000 - 161000000,9500,202,20,Main,43,-,Intelligent,-,Advanced Playmaker,Support,MC,69,9,34,79,84,64,54,14,14,79,74,44,54,79,74,79,4,49,84,74,64,14,49,49,19,54,39,29,49,64,74,14,64,79,54,69,4,4,9,64,49,59,84,79,14,89,69,1435,1215,134000000.0,161000000.0,5000.0,MC_Advanced Playmaker,7,21,66,82,94,56,80,21,93,93,56,47,49,43,61,55,51,58,66,Frenkie de Jong,101950938,442063,5,66.46,1.51,2.39,86.28,33.53,55.49,87,37047745
37024470,Wnt,Memphis Depay,1994-02-13,NED,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"AML,AMC,ST",176,78 kg,28,40000000 - 60000000,4100,289,116,Main,79,7,Technical,-,Inverted Winger,Support,AML,79,14,44,69,64,69,64,9,9,69,49,69,69,64,74,74,9,74,79,84,69,14,54,49,14,74,69,9,14,79,74,14,79,74,69,24,4,9,4,69,69,14,59,79,4,69,54,1435,1215,40000000.0,60000000.0,5000.0,AML_Inverted Winger,13,19,65,83,43,94,93,21,52,41,78,57,44,91,79,58,54,69,67,Memphis,71807365,311415,11,43.99,2.98,3.03,85.73,38.77,48.28,87,37024470
48036304,,Jules Koundé,1998-11-12,FRA,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"DR,DC,WBR",178,70 kg,23,86000000 - 129000000,1100,150,7,Main,11,8,Intelligent,-,Full-Back,Support,DR,74,14,69,79,84,79,79,14,9,69,79,29,64,69,79,59,4,44,64,59,24,14,79,64,4,69,34,39,79,74,59,19,69,69,39,74,14,14,14,74,69,79,79,64,14,69,79,1435,1215,86000000.0,129000000.0,5000.0,DR_Full-Back,2,20,66,83,48,43,41,21,44,93,44,47,96,41,47,72,97,44,67,Jules Koundé,83099466,319214,2,69.06,1.39,1.16,88.28,28.15,53.64,87,48036304
89056845,,Ferran Torres,2000-02-29,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"AMR,AML,ST",184,77 kg,22,74000000 - 89000000,1100,129,20,,28,6,Physical,-,Inverted Winger,Support,AML,84,14,39,74,64,59,49,4,9,64,64,39,64,64,74,74,9,69,69,74,44,4,49,59,4,39,59,34,29,74,69,9,79,64,59,34,4,14,14,59,54,34,59,74,9,64,59,1435,1215,74000000.0,89000000.0,5000.0,AML_Inverted Winger,13,17,60,78,43,89,64,21,50,41,89,55,44,87,77,56,53,66,62,Ferrán Torres,44529259,137616,12,43.13,2.91,3.62,88.17,39.88,44.26,87,89056845
19242277,,Raphinha,1996-12-14,BRA,Spanish First Division,FC Barcelona,Spain (First Division),Left,Reasonable,Very Strong,"MR,AMR,AML",176,68 kg,25,74000000 - 89000000,154000,186,48,Main,9,-,Creative,-,Inverted Winger,Support,AMR,79,14,69,79,69,69,64,14,14,74,59,74,69,69,74,84,9,64,79,84,69,4,39,34,14,29,69,54,39,54,74,14,74,69,69,39,4,4,14,69,34,54,59,84,9,69,69,1435,1215,74000000.0,89000000.0,8155392.0,AMR_Inverted Winger,11,20,66,82,44,93,67,21,52,41,93,44,51,58,67,93,69,47,66,Raphinha,91529560,384539,10,53.89,2.6,3.59,85.56,37.05,42.29,87,19242277
78085068,,Ronald Araujo,1999-03-07,URU,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,DC,188,91 kg,23,86000000 - 128000000,52500,146,19,Main,11,4,Leader,-,Ball Playing Defender,Defend,DC,59,4,74,54,74,59,89,4,4,74,74,24,34,69,84,54,4,49,64,34,39,9,84,79,14,79,54,34,84,64,34,4,79,59,64,74,14,14,4,74,79,84,74,59,19,54,79,1435,1215,86000000.0,128000000.0,5469614.0,DC_Ball Playing Defender,3,16,63,83,62,41,41,21,45,95,42,63,64,42,44,45,47,48,67,Ronald Araújo,72091514,261405,3,70.11,1.45,0.29,90.21,32.59,66.27,87,78085068
67293495,,Pedri,2002-11-25,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"MC,AMR,AML,AMC",174,65 kg,19,77000000 - 96000000,61500,85,10,Main,12,4,Creative,-,Advanced Playmaker,Support,AMC,69,4,54,74,84,64,54,4,9,79,74,44,69,79,69,84,9,54,89,89,44,4,34,39,9,44,54,29,29,79,64,14,64,84,54,44,19,9,9,79,44,44,64,84,14,89,74,1435,1215,77000000.0,96000000.0,5000.0,AMC_Advanced Playmaker,9,21,66,81,51,91,92,21,91,41,91,43,43,58,66,55,47,46,65,Pedri,88262913,307902,10,59.45,2.2,3.32,88.77,40.21,48.41,87,67293495
67276122,,Ansu Fati,2002-10-31,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"AMR,AML,ST",178,66 kg,19,39000000 - 58000000,69000,41,15,Main,4,2,Creative,-,Inverted Winger,Attack,AML,79,4,39,84,69,64,59,14,9,69,64,34,64,64,79,79,4,79,69,94,34,14,54,39,14,44,69,29,19,74,79,14,74,59,59,24,9,14,9,54,49,24,49,79,14,69,49,1435,1215,39000000.0,58000000.0,9990735.0,AML_Inverted Winger,13,19,61,79,43,90,65,21,51,41,90,56,44,88,77,57,53,67,63,Ansu Fati,102292799,389771,12,36.77,3.02,4.05,92.57,37.76,40.6,87,67276122
28066082,,Héctor Bellerín,1995-03-19,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"DR,WBR",177,74 kg,27,6.6000000 - 9.8000000,85500,214,8,,4,14,Physical,-,Wing-Back,Defend,DR,79,4,59,69,69,74,74,14,14,64,64,34,59,69,64,64,14,44,59,59,24,14,49,44,9,59,49,59,59,79,69,14,79,54,39,59,9,4,4,74,49,69,74,64,9,49,74,1435,1215,6.6,9.8,9948614.0,DR_Wing-Back,2,17,61,78,48,43,41,20,44,53,44,46,92,41,46,69,92,44,62,Héctor Bellerín,35794748,151478,1,67.94,1.38,1.67,85.38,29.81,49.76,87,28066082
67063007,,Sergi Roberto,1992-02-07,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"DR,WBR,DM,MR,MC",178,68 kg,30,9.8000000 - 12.5000000,25000,308,13,,11,13,Technical,-,Box To Box Midfielder,Support,MC,69,14,54,59,64,59,59,4,9,69,69,49,64,69,69,64,4,49,69,64,39,4,39,44,4,64,54,49,49,74,69,14,69,69,59,64,9,14,4,79,54,59,79,69,9,69,79,1435,1215,9.8,12.5,5000.0,MC_Box To Box Midfielder,7,17,63,79,91,55,78,21,90,45,55,46,91,43,60,89,92,57,63,Sergi Roberto,29093926,146252,4,68.43,1.5,1.54,82.85,34.69,55.27,87,67063007
13136664,,Franck Kessié,1996-12-19,CIV,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"DM,MC",183,89 kg,25,75000000 - 112000000,3300,250,49,Main,56,4,Physical,-,Ball Winning Midfielder,Defend,MC,64,14,79,64,69,84,79,14,4,69,69,24,34,69,84,59,14,59,64,39,29,4,44,49,4,69,54,39,74,84,64,4,74,69,89,74,14,4,19,89,94,74,94,59,9,59,84,1435,1215,75000000.0,112000000.0,7163066.0,MC_Ball Winning Midfielder,7,18,66,82,94,56,80,21,93,46,56,47,49,43,61,55,51,58,66,Franck Kessié,44464300,154029,6,56.12,2.02,1.16,88.41,34.44,54.27,87,13136664
67080310,,Marcos Alonso,1990-12-28,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Left,Reasonable,Very Strong,"DL,WBL,ML",188,87 kg,31,6.6000000 - 9.8000000,1100,303,37,,9,-,Physical,-,Wing-Back,Defend,WBL,59,14,59,49,69,74,59,14,9,69,59,69,64,69,64,59,14,69,69,59,74,9,79,64,14,44,69,59,64,69,74,14,59,69,59,64,4,4,4,79,74,69,69,69,4,64,74,1435,1215,6.6,9.8,5000.0,WBL_Wing-Back,5,18,65,81,44,45,42,20,43,45,45,95,57,41,93,51,64,95,65,Marcos Alonso,37959684,194164,6,59.21,2.07,0.96,84.63,35.08,52.22,87,67080310
28116427,,Eric García,2001-01-09,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,DC,182,79 kg,21,26000000 - 33000000,25000,45,-,,17,5,Technical,-,Ball Playing Defender,Cover,DC,64,19,59,69,69,59,64,14,9,74,59,19,44,69,79,59,4,34,69,59,29,4,64,59,9,69,34,39,74,59,59,4,64,74,44,74,19,14,4,69,64,74,74,69,4,69,69,1435,1215,26000000.0,33000000.0,3282334.0,DC_Ball Playing Defender,3,19,61,79,61,41,41,20,45,92,42,62,63,41,43,44,46,47,63,Eric García,44672686,124119,3,71.02,1.08,1.17,90.19,29.81,59.14,87,28116427
2000049413,,Gavi,2004-08-05,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"DM,MC,AMC",173,68 kg,17,63000000 - 76000000,11000,36,2,,10,-,Technical,-,Advanced Playmaker,Support,MC,69,14,69,74,74,74,69,4,9,69,69,59,69,79,79,74,9,49,74,74,54,4,29,29,9,59,54,39,54,69,74,14,59,69,44,59,14,4,14,69,39,49,69,79,14,79,74,1435,1215,63000000.0,76000000.0,5000.0,MC_Advanced Playmaker,7,19,65,81,93,56,92,21,92,46,55,47,49,43,61,54,51,58,65,Gavi,83316864,268916,7,64.74,1.82,2.51,87.36,32.65,49.1,87,2000049413
27066387,,Andreas Christensen,1996-04-10,DEN,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"DC,DM,MC",188,78 kg,26,34000000 - 42000000,9250,155,5,Main,56,21,Intelligent,-,Anchor,Defend,DM,59,4,34,69,84,59,39,14,4,79,79,24,49,84,54,54,14,44,69,34,24,9,74,69,14,44,39,59,74,69,49,14,74,69,44,79,14,14,4,64,49,69,74,64,4,49,64,1435,1215,34000000.0,42000000.0,5000.0,DM_Anchor,6,19,58,75,88,43,51,20,87,87,43,47,49,41,45,45,47,48,59,Andreas Christensen,37551391,164787,5,64.08,1.65,1.1,94.86,35.94,51.04,87,27066387
67221484,,Iñaki Peña,1999-03-02,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Reasonable,GK,184,78 kg,23,275000 - 6.6000000,1100,56,-,,0,1,Distributor,-,Sweeper Keeper,Defend,GK,59,54,44,69,64,59,64,64,59,54,64,14,4,69,69,14,24,4,54,39,34,54,39,64,69,54,14,14,4,64,9,64,54,69,34,59,39,69,44,49,54,4,59,49,59,49,44,1435,1215,275000.0,6.6,5000.0,GK_Sweeper Keeper,0,55,44,70,40,40,41,83,40,40,40,40,40,41,40,40,40,40,55,Iñaki Peña,10511598,25873,0,49.8,0.46,0.0,72.75,24.44,75.75,87,67221484
67296654,,Alejandro Balde,2003-10-18,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Left Only,Weak,Very Strong,"DL,WBL,ML,AML",175,69 kg,18,29000000 - 43000000,2800,20,-,U21,0,-,Physical,-,Winger,Support,ML,79,9,59,84,54,59,59,9,14,49,49,39,64,59,69,59,9,39,59,64,44,4,39,39,19,34,44,49,49,74,64,14,79,59,39,44,4,9,4,64,39,54,54,64,9,54,59,1435,1215,29000000.0,43000000.0,5000.0,ML_Winger,10,17,56,71,44,84,55,20,50,41,59,86,46,44,86,56,53,87,56,Alejandro Balde,21994757,26631,8,56.84,1.98,2.89,88.46,33.76,40.64,87,67296654
2000218457,,Unai Hernàndez,2004-12-14,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,MC,171,59 kg,17,1.7000000 - 3.4000000,1100,-,-,,0,-,Technical,-,Advanced Playmaker,Support,MC,59,4,44,64,49,54,44,14,14,54,44,44,39,59,69,54,14,39,59,69,39,4,34,29,14,39,44,29,39,69,49,14,54,64,39,39,14,9,4,59,34,49,54,64,14,59,44,1435,1215,1.7,3.4,5000.0,MC_Advanced Playmaker,7,18,50,65,74,52,70,20,80,44,52,45,46,42,56,51,48,53,50,Javi Hernández,14124492,7737,7,61.66,1.48,2.24,89.19,33.73,53.24,87,2000218457
2000134239,,Víctor Barberà,2004-08-20,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,ST,181,67 kg,17,110000 - 1.1000000,1100,-,-,,0,-,Physical,-,Poacher,Attack,ST,59,9,54,64,44,59,49,9,14,54,44,29,34,39,69,44,9,64,59,59,39,9,59,54,9,29,44,34,39,74,59,4,64,44,54,34,14,14,14,49,49,44,49,54,9,39,49,1435,1215,110000.0,1.1,5000.0,ST_Poacher,12,16,50,66,41,64,55,20,43,41,60,41,41,79,50,46,44,41,51,Victor Bernth Kristiansen,14996136,9414,12,42.09,2.57,2.08,92.97,36.65,46.65,87,2000134239
2000228041,,Biel Vicens,2004-07-26,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,"DM,MC",177,68 kg,17,190000 - 550000,5500,-,-,,0,-,Physical,-,Deep Lying Playmaker,Defend,MC,54,4,44,59,49,64,49,9,9,44,39,44,39,49,69,49,4,34,59,59,44,4,44,44,4,44,39,24,44,69,39,4,54,64,34,54,14,9,9,59,44,49,54,54,14,54,54,1435,1215,190000.0,550000.0,5000.0,MC_Deep Lying Playmaker,7,15,50,65,80,52,70,20,80,44,52,45,46,42,56,51,48,53,50,Mikel Vesga,13947450,6850,6,63.7,1.27,1.54,90.25,31.44,58.89,87,2000228041
2000164574,,Gerard Hernàndez,2005-03-31,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,"DM,MC",183,71 kg,17,140000 - 1.4000000,503000,-,-,,0,-,Physical,-,Ball Winning Midfielder,Defend,DM,54,4,59,59,54,59,49,14,4,44,44,24,29,49,69,34,4,29,54,39,24,14,54,64,9,39,34,19,54,69,34,14,59,59,29,59,4,9,9,54,54,59,54,49,4,54,54,1435,1215,140000.0,1.4,38454140.0,DM_Ball Winning Midfielder,6,15,48,64,79,42,49,20,79,50,42,46,47,41,45,44,46,46,49,Mario Hernández,12870992,4146,6,63.08,1.3,0.76,94.78,32.09,56.81,87,2000164574
2000160572,,Dani Rodríguez,2005-08-09,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Left,Weak,Very Strong,"MR,MC,AMR,AMC",160,55 kg,16,550000 - 5.6000000,327000,-,-,,0,-,Creative,-,Inverted Winger,Support,AMR,59,14,29,64,34,54,59,14,14,44,39,49,44,54,69,64,4,44,59,79,49,9,29,9,9,34,54,29,24,69,59,14,54,59,44,29,4,4,4,44,24,29,54,69,14,54,39,1435,1215,550000.0,5.6,14046321.0,AMR_Inverted Winger,11,17,49,64,42,69,78,20,78,40,79,42,48,53,60,79,61,46,49,,16175339,7408,8,52.83,1.62,3.05,87.8,33.12,53.24,87,2000160572
2000155490,,Martin Georgiev,2005-09-24,BUL,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,DC,184,80 kg,16,350000 - 3.4000000,276000,6,-,U21,0,-,Leader,-,Central Defender,Stopper,DC,54,14,74,59,54,49,64,14,14,49,39,34,39,49,69,44,14,24,44,24,34,9,54,64,9,49,29,29,49,64,39,9,54,44,24,54,4,4,19,44,54,59,59,49,4,39,59,1435,1215,350000.0,3.4,19862949.0,DC_Central Defender,3,15,47,64,56,40,40,20,44,80,41,57,57,41,42,43,45,46,49,Martin Terrier,15979815,7313,3,65.29,0.63,0.92,90.98,28.64,59.63,87,2000155490
2000141728,,Nono,2005-02-26,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,GK,189,73 kg,17,100000 - 1000000,4100,-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,44,54,34,64,39,44,44,44,44,39,39,4,14,49,69,9,24,9,39,29,29,64,39,54,44,39,14,14,4,69,24,54,39,39,29,49,44,64,59,34,39,4,44,34,54,39,34,1435,1215,100000.0,1000000.0,5000.0,GK_Sweeper Keeper,0,48,35,63,40,40,40,77,40,40,40,40,40,40,40,40,40,40,48,Noni Madueke,10844681,1107,0,53.07,0.0,0.0,79.26,19.63,75.35,87,2000141728
2000164535,,Sergi Domínguez,2005-04-01,ESP,Spanish First Division,FC Barcelona,Spain (First Division),Right,Very Strong,Weak,DC,185,75 kg,17,50000 - 500000,650,-,-,,0,-,Physical,-,Central Defender,Defend,DC,54,14,59,59,44,54,54,9,14,34,39,24,24,44,69,34,4,29,54,39,24,14,59,64,9,49,29,29,54,69,29,14,59,59,29,49,4,9,9,44,49,59,54,49,14,49,44,1435,1215,50000.0,500000.0,5000.0,DC_Central Defender,3,17,46,63,55,40,40,20,44,79,41,56,57,41,42,43,45,46,48,Nicolás Domínguez,11626781,1487,3,68.66,0.95,0.5,90.32,28.94,61.82,87,2000164535
