UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage
28018193,,Péter Gulácsi,1990-05-06,HUN,Bundesliga,RB Leipzig,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,191,86 kg,32,,7500,328,-,Main,49,26,Assertive,-,Sweeper Keeper,Support,GK,59,69,39,64,79,69,64,64,49,64,84,29,9,54,59,14,39,14,44,9,44,79,4,69,64,59,14,14,14,64,4,74,49,49,9,39,54,79,74,59,74,4,69,44,49,34,49,8733,185,,,7423937.0,GK_Sweeper Keeper,0,60,43,76,41,41,41,87,41,41,41,41,41,41,41,41,41,41,60,Péter Gulácsi,7814268,92100
58098760,,Sardar Azmoun,1995-01-01,IRN,Bundesliga,Bayer Leverkusen,Germany (Bundesliga),Right,Very Strong,Reasonable,ST,186,82 kg,27,9.6000000 - 14.5000000,6750,217,86,Main,63,-,Physical,-,Advanced Forward,Attack,ST,69,4,59,64,64,59,59,14,19,59,64,49,44,69,69,54,9,74,69,59,34,4,64,74,9,49,54,49,49,64,79,9,79,59,64,54,14,9,14,69,54,44,64,69,9,54,44,1487,185,9.6,14.5,5150030.0,ST_Advanced Forward,12,18,60,77,41,69,59,20,44,41,65,41,41,87,51,48,45,42,61,Sardar Azmoun,19512650,98173
752688,Una,Rune Jarstein,1984-09-29,NOR,Bundesliga,Hertha BSC,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,190,86 kg,37,0 - 65000,6750,399,-,,72,13,Assertive,-,Sweeper Keeper,Support,GK,54,74,49,59,64,69,49,79,59,64,59,29,14,54,59,14,39,14,44,14,39,69,19,69,54,49,9,4,14,59,9,64,44,44,9,44,64,74,79,54,64,9,69,49,64,39,49,4898,185,0.0,65000.0,5000.0,GK_Sweeper Keeper,0,62,41,78,41,41,41,88,41,41,41,41,41,41,41,41,41,41,62,Ruan,5000,104123
91100466,,Maximilian Arnold,1994-05-27,GER,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"DM,MC,AMC",184,74 kg,28,10000000 - 15000000,1496000,287,34,,3,23,Leader,-,Ball Winning Midfielder,Defend,MC,59,4,84,54,59,64,69,4,9,69,64,84,74,64,69,54,9,54,64,49,84,9,44,54,9,69,84,19,59,84,69,9,59,69,44,54,14,4,9,84,54,59,74,69,9,69,84,11700,185,10000000.0,15000000.0,119927559.0,MC_Ball Winning Midfielder,7,17,65,81,93,56,92,21,92,46,55,47,49,43,61,54,51,58,65,Maximilian Arnold,35463114,168404
25042141,,Patrik Schick,1996-01-24,CZE,Bundesliga,Bayer Leverkusen,Germany (Bundesliga),Left,Fairly Strong,Very Strong,ST,191,86 kg,26,56000000 - 68000000,715000,187,66,Main,33,12,Technical,-,Advanced Forward,Attack,ST,74,4,59,69,69,69,64,9,9,69,64,39,49,69,54,74,14,79,79,74,44,14,69,74,4,29,69,19,29,64,69,9,74,59,59,34,4,4,14,69,59,34,59,74,14,69,59,1487,185,56000000.0,68000000.0,69317115.0,ST_Advanced Forward,12,18,62,79,41,70,59,21,44,41,66,42,41,89,52,48,45,42,63,Patrik Schick,39456035,176769
85045409,,Raphaël Guerreiro,1993-12-22,POR,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Left,Weak,Very Strong,"DL,WBL,MC",170,71 kg,28,38000000 - 45000000,520000,269,37,Main,56,13,Creative,-,Complete Wing-Back,Support,DL,69,19,54,74,79,54,54,9,9,84,59,74,74,74,54,74,9,54,84,79,79,14,39,29,14,24,74,64,54,54,84,9,69,79,69,54,19,4,9,74,39,54,69,84,4,79,64,1779,185,38000000.0,45000000.0,32219286.0,DL_Complete Wing-Back,4,21,66,81,44,43,42,20,90,51,44,95,63,41,63,53,64,95,65,Raphaël Guerreiro,37674623,163607
12038706,Wnt,Ramy Bensebaïni,1995-04-16,ALG,Bundesliga,Gladbach,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"DL,DC,WBL,ML",187,85 kg,27,12.5000000 - 18.5000000,1000000,191,17,Main,48,3,Leader,-,Full-Back,Attack,DL,59,14,79,54,64,64,79,4,4,64,59,19,69,64,79,54,14,39,59,54,19,14,74,69,9,59,44,59,64,64,59,4,74,64,79,64,9,4,9,79,64,74,59,59,9,59,59,1781,185,12.5,18.5,80082732.0,DL_Full-Back,4,16,60,78,44,43,42,20,43,89,44,92,62,41,90,52,63,92,62,Ramy Bensebaini,20780878,92990
37024265,,Steven Berghuis,1991-12-19,NED,Eredivisie,Ajax,Holland (Eredivisie),Left,Weak,Very Strong,"MR,AMR,AML,AMC,ST",182,70 kg,30,29000000 - 35000000,1000000,284,100,Main,36,3,Creative,-,Inverted Winger,Support,AMR,74,14,44,69,69,69,54,4,4,59,64,74,74,54,64,69,4,64,69,64,69,9,59,54,14,64,79,19,14,59,69,14,74,69,69,29,4,4,14,74,54,24,69,69,9,74,79,435,363,29000000.0,35000000.0,70311656.0,AMR_Inverted Winger,11,17,63,80,44,91,90,21,52,41,91,43,51,88,66,91,68,47,64,,22851332,120361
91167376,,Florian Neuhaus,1997-03-16,GER,Bundesliga,Gladbach,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"DM,MC,AMC",185,77 kg,25,21000000 - 31000000,933000,169,24,,10,17,Technical,-,Deep Lying Playmaker,Defend,MC,59,9,64,64,64,69,64,4,14,74,64,54,44,69,64,64,14,54,74,64,59,4,34,54,4,39,69,19,59,84,59,9,64,74,39,59,14,9,14,79,54,64,59,74,4,74,64,1781,185,21000000.0,31000000.0,65855485.0,MC_Deep Lying Playmaker,7,19,62,78,90,55,89,21,89,45,54,46,48,43,59,54,50,57,62,Florian Neuhaus,25156610,97172
91132870,Inj,Ihlas Bebou,1994-04-23,TOG,Bundesliga,TSG Hoffenheim,Germany (Bundesliga),Right,Very Strong,Reasonable,"MR,AMR,AML,ST",185,78 kg,28,150000 - 6.6000000,1167000,222,48,Main,26,-,Physical,-,Winger,Attack,AMR,74,9,54,69,59,69,64,4,9,49,59,39,49,49,54,69,4,64,59,74,39,9,44,59,14,29,44,39,34,64,69,4,84,59,64,34,14,9,9,64,59,39,54,69,9,54,64,4935,185,150000.0,6.6,101950938.0,AMR_Winger,11,16,57,73,43,86,63,20,50,41,86,43,50,84,63,86,66,46,58,Ihlas Bebou,6266525,59560
35018013,,Kevin Trapp,1990-07-08,GER,Bundesliga,Eintracht Frankfurt,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,189,88 kg,31,,801000,348,-,,6,11,Shot Stopper,-,Sweeper Keeper,Support,GK,64,64,39,69,74,69,69,59,49,79,64,29,14,69,59,9,49,9,49,29,39,69,34,64,54,44,9,14,4,74,4,84,49,44,29,79,59,84,74,49,79,4,84,49,54,34,49,3441,185,,,71807365.0,GK_Sweeper Keeper,0,60,46,76,41,41,41,87,41,41,41,41,41,41,41,41,41,41,60,Kevin Trapp,4504845,73514
98034373,,Djibril Sow,1997-02-06,SUI,Bundesliga,Eintracht Frankfurt,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",184,76 kg,25,12000000 - 14000000,792000,196,14,Main,30,6,Physical,-,Mezzala,Support,MC,64,9,74,64,59,59,49,14,9,64,54,39,49,64,59,64,14,44,64,49,39,4,44,59,9,44,59,34,49,84,69,14,84,69,49,54,9,9,19,79,59,59,64,69,4,69,79,3441,185,12000000.0,14000000.0,83099466.0,MC_Mezzala,7,19,60,76,89,54,76,20,88,45,54,46,48,43,59,54,50,56,60,Djibril Sow,14992264,63101
93011051,,Emil Forsberg,1991-10-23,SWE,Bundesliga,RB Leipzig,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MR,ML,AMR,AML,AMC",177,76 kg,30,20000000 - 25000000,303000,355,85,Main,74,-,Creative,-,Inverted Winger,Support,AML,69,9,54,64,59,79,49,4,14,69,54,79,59,69,69,79,14,64,74,69,64,14,29,34,4,59,74,39,29,69,74,4,59,69,64,44,14,9,14,69,49,39,74,74,4,74,64,8733,185,20000000.0,25000000.0,44529259.0,AML_Inverted Winger,13,19,63,80,43,91,90,21,51,41,91,56,44,58,93,90,53,67,64,Emil Forsberg,23532855,122891
91193048,Inj,Florian Wirtz,2003-05-03,GER,Bundesliga,Bayer Leverkusen,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MC,AMC",176,72 kg,19,61000000 - 91000000,1000000,60,13,,4,6,Creative,-,Advanced Playmaker,Support,AMC,69,14,64,74,69,59,64,9,9,69,59,59,54,64,74,74,4,64,74,74,54,4,34,39,14,39,64,24,34,64,69,14,64,74,54,39,14,14,9,69,39,49,69,79,14,74,79,1487,185,61000000.0,91000000.0,91529560.0,AMC_Advanced Playmaker,9,20,62,78,51,72,89,21,89,41,70,42,43,56,66,54,46,46,62,Florian Wirtz,50872845,155101
18043393,,Thomas Meunier,1991-09-12,BEL,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Weak,"DR,WBR,MR",191,90 kg,30,9000000 - 10.5000000,625000,323,41,Main,56,7,Physical,Torn knee ligaments,Full-Back,Attack,DR,64,4,69,54,64,74,74,14,4,59,64,39,74,49,79,64,9,49,54,59,49,9,64,69,4,39,59,39,54,74,74,4,74,54,29,49,4,4,9,74,79,69,79,64,19,64,79,1779,185,9000000.0,10.5,72091514.0,DR_Full-Back,2,14,62,79,48,43,41,20,44,54,44,46,93,41,47,90,93,44,63,Thomas Meunier,57737394,297869
37008621,,Luuk de Jong,1990-08-27,NED,Eredivisie,PSV,Holland (Eredivisie),Right,Very Strong,Fairly Strong,ST,189,87 kg,31,,748000,385,158,,38,18,Intelligent,-,Target Forward,Support,ST,54,4,59,64,79,74,79,4,14,69,64,19,39,69,69,49,9,74,69,54,59,4,84,79,9,69,59,19,24,74,74,4,54,54,59,24,14,4,14,74,69,19,69,59,4,69,79,8007,363,,,88262913.0,ST_Target Forward,12,15,61,79,41,70,59,21,44,41,66,42,41,89,52,48,45,42,63,,1166212,41825
51054011,Wnt,Edson Álvarez,1997-10-24,MEX,Eredivisie,Ajax,Holland (Eredivisie),Right,Very Strong,Reasonable,"DC,DM,MC",185,73 kg,24,29000000 - 36000000,1000000,164,13,Main,58,10,Leader,-,Ball Winning Midfielder,Defend,DM,59,9,84,64,79,74,79,9,14,69,74,24,34,69,64,39,9,54,69,59,29,14,69,69,14,69,39,44,74,74,64,4,59,69,54,69,4,19,9,79,59,74,79,64,9,69,79,435,363,29000000.0,36000000.0,102292799.0,DM_Ball Winning Midfielder,6,19,63,80,92,43,53,20,91,91,44,48,50,41,46,46,48,49,64,,26699154,78451
28112986,,Callum Hudson-Odoi,2000-11-07,ENG,Bundesliga,Bayer Leverkusen,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"WBR,MR,ML,AMR,AML,AMC",178,79 kg,21,53000000 - 79000000,377000,72,4,U21,3,9,Technical,Damaged achilles tendon,Inverted Winger,Support,AML,79,14,34,74,49,59,29,4,9,69,44,49,74,64,49,74,14,44,74,74,59,9,34,39,19,29,39,14,24,59,74,4,74,74,24,44,14,14,4,59,39,24,44,74,9,69,69,1487,185,53000000.0,79000000.0,35794748.0,AML_Inverted Winger,13,20,55,71,43,85,84,20,49,41,85,53,43,55,86,84,85,64,56,Callum Hudson-Odoi,49971742,210160
91124144,,Julian Weigl,1995-09-08,GER,Bundesliga,Gladbach,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",186,80 kg,26,12.5000000 - 19000000,374000,254,6,,6,4,Intelligent,-,Deep Lying Playmaker,Defend,DM,54,4,69,59,79,79,59,19,14,89,74,24,34,74,64,54,14,39,79,54,29,9,59,59,4,39,49,24,59,79,49,4,59,84,34,79,4,14,14,79,54,69,89,79,9,74,69,1781,185,12.5,19000000.0,29093926.0,DM_Deep Lying Playmaker,6,20,62,79,91,43,52,20,90,55,44,48,50,41,46,46,48,48,63,Julian Weigl,30562079,126899
85051578,Inj,Sébastien Haller,1994-06-22,CIV,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Reasonable,ST,190,82 kg,28,25000000 - 37000000,339000,290,113,Main,15,-,Physical,-,Pressing Forward,Attack,ST,59,9,59,54,74,79,79,14,4,74,74,29,44,74,59,49,14,74,59,74,34,4,69,84,9,49,44,19,34,79,59,9,64,54,84,34,14,14,9,79,89,29,69,64,9,59,74,1779,185,25000000.0,37000000.0,44464300.0,ST_Pressing Forward,12,17,62,80,41,71,60,21,44,41,66,42,41,90,52,48,45,42,64,Sébastien Haller,69315413,333679
27094768,Wnt,Robert Skov,1996-05-20,DEN,Bundesliga,TSG Hoffenheim,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"DL,WBR,WBL,MR,ML,AMR,AML",185,81 kg,26,13000000 - 19.5000000,503000,219,58,Main,11,25,Intelligent,-,Inverted Winger,Support,AMR,64,14,59,64,69,49,49,9,14,74,64,74,64,64,64,59,9,49,54,74,79,4,44,54,9,39,74,39,39,59,79,14,64,69,74,44,14,14,9,69,49,49,64,69,9,69,64,4935,185,13000000.0,19.5,37959684.0,AMR_Inverted Winger,11,18,62,78,44,89,65,20,51,41,89,91,51,57,90,89,92,91,62,Robert Skov,16754103,64106
16147659,,Konrad Laimer,1997-05-27,AUT,Bundesliga,RB Leipzig,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"DR,WBR,DM,MC",180,72 kg,25,28000000 - 34000000,250000,185,11,Main,24,13,Leader,-,Ball Winning Midfielder,Defend,MC,69,9,89,69,74,59,79,14,14,64,69,39,44,59,89,59,9,49,54,44,34,14,29,44,14,49,49,39,74,74,54,4,74,64,39,69,4,9,19,84,59,74,84,64,9,59,89,8733,185,28000000.0,34000000.0,44672686.0,MC_Ball Winning Midfielder,7,18,62,78,90,55,77,21,89,45,54,46,90,43,59,54,91,57,62,Konrad Laimer,26025690,99059
35008236,,Max Kruse,1988-03-19,GER,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"AMR,AML,AMC,ST",180,86 kg,34,6.6000000 - 10000000,625000,455,131,,14,1,Technical,-,Deep Lying Forward,Support,ST,54,9,59,59,59,74,59,14,14,79,59,69,59,69,69,59,9,74,79,79,64,14,64,44,14,54,64,14,24,79,74,4,59,74,94,29,14,4,9,59,59,29,49,79,9,74,44,11700,185,6.6,10000000.0,83316864.0,ST_Deep Lying Forward,12,20,63,79,41,89,89,21,44,41,89,42,41,89,52,48,45,42,63,Max Kruse,7453981,105251
27051813,Inj,Yussuf Poulsen,1994-06-15,DEN,Bundesliga,RB Leipzig,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MR,AMR,ST",192,84 kg,28,8.6000000 - 10000000,433000,296,79,Main,68,15,Leader,-,Pressing Forward,Attack,ST,64,4,89,54,54,74,89,9,4,54,69,29,44,64,79,59,9,64,59,64,34,14,69,84,9,54,44,54,34,84,79,4,69,54,49,34,14,14,9,74,79,44,84,54,9,59,89,8733,185,8.6,10000000.0,37551391.0,ST_Pressing Forward,12,16,62,80,41,71,60,21,44,41,90,42,41,90,52,90,45,42,64,Yussuf Poulsen,23194595,108762
37063644,,Jurriën Timber,2001-06-17,NED,Eredivisie,Ajax,Holland (Eredivisie),Right,Very Strong,Reasonable,"DR,DC,WBR,DM",179,79 kg,21,76000000 - 108000000,55500,89,4,Main,7,-,Technical,-,Full-Back,Support,DR,69,14,64,74,69,64,69,4,4,74,69,19,39,69,79,49,9,34,69,59,44,4,64,64,9,49,34,34,64,59,64,4,74,74,39,74,4,9,14,69,59,64,79,74,14,59,74,435,363,76000000.0,108000000.0,10511598.0,DR_Full-Back,2,17,61,78,89,43,41,20,44,89,44,46,92,41,46,69,92,44,62,,42008956,134810
35011356,,Nils Petersen,1988-12-06,GER,Bundesliga,SC Freiburg,Germany (Bundesliga),Either,Very Strong,Strong,ST,188,83 kg,33,550000 - 5.4000000,17250,441,169,,2,2,Intelligent,-,Poacher,Attack,ST,54,4,44,59,84,54,59,14,4,74,84,29,39,49,64,44,9,84,54,39,39,4,74,69,9,49,59,24,34,69,74,9,59,44,79,34,14,4,14,74,64,34,59,49,14,44,69,9350,185,550000.0,5.4,21994757.0,ST_Poacher,12,15,56,75,41,68,58,20,44,41,64,41,41,86,51,48,45,42,59,Nils Petersen,5000,78664
49054676,Inj,Silas Katompa Mvumpa,1998-12-06,COD,Bundesliga,VfB Stuttgart,Germany (Bundesliga),Right,Very Strong,Weak,"MR,ML,AMR,AML,ST",189,79 kg,23,16000000 - 24000000,5250,103,30,,0,-,Physical,-,Inverted Winger,Support,AML,74,9,69,69,59,74,69,14,9,59,49,34,49,64,59,69,9,54,64,84,34,4,44,59,9,29,54,24,34,69,69,14,79,64,69,34,4,4,4,64,64,34,69,69,9,59,64,11695,185,16000000.0,24000000.0,14124492.0,AML_Inverted Winger,13,16,59,76,43,88,63,20,50,41,88,55,44,86,89,88,53,66,60,Silas Katompa,12423662,22758
49047182,Inj,Manu Koné,2001-05-17,FRA,Bundesliga,Gladbach,Germany (Bundesliga),Right,Very Strong,Weak,"DM,MC",185,80 kg,21,35000000 - 52000000,2700,77,5,U21,0,3,Physical,-,Ball Winning Midfielder,Support,MC,69,14,79,64,64,64,79,14,9,64,59,19,39,64,79,79,14,54,64,79,24,9,54,54,4,29,54,19,59,74,64,14,64,69,34,59,14,4,14,74,79,74,64,74,4,64,74,1781,185,35000000.0,52000000.0,14996136.0,MC_Ball Winning Midfielder,7,19,61,77,89,54,76,21,89,45,54,46,48,43,59,54,50,57,61,Manu Koné,29949029,83966
16045723,,Michael Gregoritsch,1994-04-18,AUT,Bundesliga,SC Freiburg,Germany (Bundesliga),Left,Weak,Very Strong,"AMR,AMC,ST",193,87 kg,28,375000 - 3.7000000,2700,349,76,Main,39,29,Technical,-,Inverted Winger,Support,AMR,59,14,44,49,59,49,59,9,4,54,44,39,54,54,44,59,9,74,74,69,74,4,64,84,9,34,69,34,29,64,74,9,74,64,69,34,4,9,9,59,69,29,49,69,9,69,54,9350,185,375000.0,3.7,13947450.0,AMR_Inverted Winger,11,17,58,73,43,75,85,20,50,41,86,43,50,84,63,70,66,46,58,Michael Gregoritsch,5000,28187
18010782,Wnt,Koen Casteels,1992-06-25,BEL,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Left Only,Weak,Very Strong,GK,197,86 kg,30,11.5000000 - 17.5000000,2300,256,-,Main,4,9,Assertive,-,Sweeper Keeper,Support,GK,54,84,69,74,64,59,64,64,59,69,64,4,14,64,74,14,59,14,54,9,24,64,39,89,59,74,14,4,4,69,4,69,54,54,4,64,39,79,79,59,59,14,69,54,69,54,64,11700,185,11.5,17.5,12870992.0,GK_Sweeper Keeper,0,64,46,79,41,41,41,89,41,41,41,41,41,41,41,41,41,41,63,Koen Casteels,18551746,114755
28095342,,Angeliño,1997-01-04,ESP,Bundesliga,TSG Hoffenheim,Germany (Bundesliga),Left,Weak,Very Strong,"DL,WBL,ML",175,69 kg,25,16.5000000 - 25000000,4300,173,11,,0,2,Creative,-,Full-Back,Attack,DL,74,14,64,69,74,64,64,9,9,69,64,64,84,74,64,64,4,49,59,64,64,4,39,44,9,44,54,49,49,64,69,14,64,74,49,54,14,9,9,79,49,74,79,74,9,69,84,4935,185,16.5,25000000.0,16175339.0,DL_Full-Back,4,18,64,80,44,43,42,20,43,51,44,94,63,41,92,52,63,94,64,Angeliño,27905613,100420
98033057,Wnt,Nico Elvedi,1996-09-30,SUI,Bundesliga,Gladbach,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"DR,DL,DC",189,84 kg,25,12000000 - 14000000,4300,248,10,Main,38,1,Technical,-,Ball Playing Defender,Defend,DC,64,14,64,54,64,74,64,14,14,69,69,19,39,64,59,44,4,34,59,34,19,14,69,74,14,54,29,39,69,64,49,19,74,69,34,69,4,9,14,69,64,69,79,59,9,59,59,1781,185,12000000.0,14000000.0,15979815.0,DC_Ball Playing Defender,3,19,56,75,59,41,40,20,44,88,42,89,88,41,43,44,46,47,59,Nico Elvedi,21228451,89099
91175517,,David Raum,1998-04-22,GER,Bundesliga,RB Leipzig,Germany (Bundesliga),Left,Weak,Very Strong,"DL,WBL,ML",180,75 kg,24,52000000 - 62000000,2300,143,8,,9,8,Leader,-,Full-Back,Attack,DL,74,9,74,64,64,59,64,14,9,59,64,74,79,69,79,59,4,54,54,64,64,4,34,44,4,49,54,74,54,84,74,4,74,64,44,54,4,9,4,79,59,54,79,54,14,64,84,8733,185,52000000.0,62000000.0,10844681.0,DL_Full-Back,4,15,64,80,44,43,42,20,43,51,44,94,63,41,92,52,63,94,64,David Raum,37031211,129334
48044574,,Moussa Diaby,1999-07-07,FRA,Bundesliga,Bayer Leverkusen,Germany (Bundesliga),Left,Reasonable,Very Strong,"MR,ML,AMR,AML",171,67 kg,22,52000000 - 78000000,2300,119,24,,8,12,Physical,-,Inverted Winger,Support,MR,89,14,49,79,59,64,49,4,9,64,54,49,59,54,59,79,14,59,64,74,39,4,34,29,9,29,54,29,24,64,69,9,89,64,49,29,4,9,14,69,54,24,59,69,4,59,59,1487,185,52000000.0,78000000.0,11626781.0,MR_Inverted Winger,8,17,57,75,47,86,55,20,53,41,86,44,60,45,88,88,72,44,59,Moussa Diaby,27596526,95277
37022040,,Marco van Ginkel,1992-12-01,NED,Eredivisie,PSV,Holland (Eredivisie),Right,Very Strong,Reasonable,"MC,AMC",186,82 kg,29,4.7000000 - 7000000,3500,219,50,,8,23,Leader,Damaged cruciate ligaments,Mezzala,Support,MC,59,9,59,69,69,64,54,9,9,64,69,39,54,64,84,59,4,44,64,54,44,19,64,64,4,64,64,39,49,74,69,14,59,74,39,54,4,14,14,64,59,39,74,74,14,69,79,8007,363,4.7,7000000.0,15533222.0,MC_Mezzala,7,19,61,77,82,54,89,21,89,45,54,46,48,43,59,54,50,57,61,,1834960,31928
14046979,,Lucas Alario,1992-10-08,ARG,Bundesliga,Eintracht Frankfurt,Germany (Bundesliga),Right,Very Strong,Fairly Strong,ST,184,78 kg,29,6.2000000 - 7.8000000,3500,259,82,,9,-,Intelligent,-,Poacher,Attack,ST,54,4,59,64,79,64,69,4,9,69,64,29,44,69,79,54,14,79,69,49,44,14,79,59,14,44,54,24,29,64,74,4,54,54,69,34,14,19,4,64,64,34,64,69,4,59,59,3441,185,6.2,7.8,13044799.0,ST_Poacher,12,17,59,77,41,69,59,20,44,41,65,41,41,87,51,48,45,42,61,Lucas Alario,7599850,65935
28106360,Wnt,Lukas Nmecha,1998-12-14,GER,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"AMR,AML,ST",185,80 kg,23,12.5000000 - 19.5000000,2300,122,30,,6,20,Physical,Hamstring strain,Inside Forward,Attack,AML,69,14,54,64,64,74,59,14,14,64,59,19,39,64,64,64,14,74,64,74,44,9,64,64,4,29,54,14,24,69,69,9,79,64,84,34,14,9,4,59,64,29,64,74,19,59,59,11700,185,12.5,19.5,11040206.0,AML_Inside Forward,13,19,59,76,43,88,63,20,50,41,88,55,44,86,75,56,53,66,60,Lukas Nmecha,30024964,108480
91005023,,Kevin Kampl,1990-10-09,SVN,Bundesliga,RB Leipzig,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MR,ML,MC,AMR,AML,AMC",178,66 kg,31,,2300,341,36,,28,17,Leader,-,Mezzala,Support,MC,69,14,89,74,59,49,39,14,9,69,54,54,54,74,69,69,9,49,69,74,54,9,24,39,9,49,64,29,39,74,59,14,59,69,49,54,9,4,4,79,29,59,79,74,9,69,89,8733,185,,,12284417.0,MC_Mezzala,7,18,62,78,82,88,89,21,89,45,88,46,48,43,90,89,50,57,62,Kevin Kampl,5345070,59284
92027981,,Jonas Hofmann,1992-07-14,GER,Bundesliga,Gladbach,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MR,MC,AMR,AMC",176,73 kg,29,24000000 - 29000000,2000,277,51,,14,10,Intelligent,Torn knee ligaments,Box To Box Midfielder,Support,MC,69,9,64,64,79,54,64,9,14,64,64,84,64,64,84,59,19,64,64,64,69,14,29,29,9,59,54,59,54,69,84,9,69,69,69,54,9,14,14,79,54,59,79,64,9,69,84,1781,185,24000000.0,29000000.0,12620669.0,MC_Box To Box Midfielder,7,20,65,81,84,56,92,21,92,46,90,47,49,43,61,91,51,58,65,Jonas Hofmann,25509278,125470
14031132,,Lucas Ocampos,1994-07-11,ARG,Eredivisie,Ajax,Holland (Eredivisie),Right,Very Strong,Fairly Strong,"MR,ML,AMR,AML",187,84 kg,27,42000000 - 62000000,2700,338,61,Main,10,-,Physical,-,Inverted Winger,Support,AML,74,4,69,74,64,64,74,14,14,64,59,49,59,54,79,79,14,74,69,79,44,9,64,64,4,39,69,59,19,69,79,14,79,59,74,34,9,14,14,74,69,34,74,69,14,49,79,435,363,42000000.0,62000000.0,10214816.0,AML_Inverted Winger,13,19,64,82,43,93,66,21,51,41,93,57,44,59,94,92,54,68,66,,20515608,65163
48037335,,Marcus Thuram,1997-08-06,FRA,Bundesliga,Gladbach,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"AML,ST",192,90 kg,24,7.8000000 - 9.8000000,2000,182,34,,4,5,Physical,-,Inverted Winger,Support,AML,69,9,64,69,59,79,64,9,9,59,49,19,49,54,54,79,14,59,64,74,29,9,69,74,9,19,44,19,29,64,69,9,84,59,64,34,14,4,14,59,79,34,49,79,4,64,44,1781,185,7.8,9.8,10132246.0,AML_Inverted Winger,13,17,57,75,43,87,63,20,50,41,73,54,44,85,75,55,53,65,59,Marcus Thuram,35792945,149664
42024353,,Munas Dabbur,1992-05-14,ISR,Bundesliga,TSG Hoffenheim,Germany (Bundesliga),Right,Very Strong,Fairly Strong,ST,182,76 kg,30,6.8000000 - 8000000,2000,307,125,Main,40,22,Intelligent,-,Deep Lying Forward,Support,ST,54,9,59,69,69,49,49,14,9,69,59,44,49,69,64,69,4,59,79,69,59,9,59,54,14,54,64,29,34,64,79,19,59,64,59,39,4,4,4,64,59,39,74,74,4,69,59,4935,185,6.8,8000000.0,8496985.0,ST_Deep Lying Forward,12,18,61,77,41,69,59,20,44,41,65,41,41,87,51,48,45,42,61,Moanes Dabbur,11721991,94761
37041762,,Riechedly Bazoer,1996-10-12,NED,Eredivisie,AZ,Holland (Eredivisie),Right,Very Strong,Fairly Strong,"DC,DM,MC",184,74 kg,25,6.2000000 - 9.2000000,2300,201,19,,6,7,Physical,-,Ball Winning Midfielder,Defend,MC,64,4,84,64,59,74,79,9,9,64,49,39,44,49,59,64,14,49,64,64,69,4,59,59,9,44,64,39,54,79,69,9,64,69,54,54,4,9,9,64,69,59,69,74,4,69,74,274,363,6.2,9.2,12017830.0,MC_Ball Winning Midfielder,7,16,62,78,90,55,77,21,89,89,54,46,48,43,59,54,50,57,62,,8716394,20968
