Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Att_Shot,Shot/90,Shot_Accuracy
147,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,19.0,3,53,18,34.0,2.78,0.95,0.06,0.17,16.1,0,0,0,5.6,5.6,0.11,-2.6,-2.6,Matches,53.0,2.789473684210526,34.0
148,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,8.1,0,14,3,21.4,1.73,0.37,0.00,0.00,27.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,14.0,1.7283950617283952,21.4
150,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,16.0,9,58,24,41.4,3.62,1.50,0.16,0.38,21.5,5,0,1,6.3,5.5,0.10,+2.7,+3.5,Matches,58.0,3.625,41.4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
151,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,8.1,0,10,3,30.0,1.24,0.37,0.00,0.00,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,10.0,1.234567901234568,30.0
154,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,31.9,12,75,29,38.7,2.35,0.91,0.13,0.34,19.5,7,2,3,11.0,8.7,0.12,+1.0,+1.3,Matches,75.0,2.3510971786833856,38.7
155,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,14.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,3.0,1.0344827586206897,33.3
156,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,8.7,1,12,5,41.7,1.39,0.58,0.08,0.20,17.3,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches,12.0,1.3793103448275863,41.7
158,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33,1989,6.2,1,16,7,43.8,2.60,1.14,0.06,0.14,13.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,16.0,2.5806451612903225,43.8
161,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,34.0,2,11,4,36.4,0.32,0.12,0.18,0.50,14.5,0,0,0,1.0,1.0,0.09,+1.0,+1.0,Matches,11.0,0.3235294117647059,36.4
162,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2.0,2.2222222222222223,50.0
164,Carlos Augusto,br BRA,DF,Monza,it Serie A,23,1999,34.3,6,42,16,38.1,1.23,0.47,0.14,0.38,15.0,0,0,0,4.4,4.4,0.11,+1.6,+1.6,Matches,42.0,1.2244897959183674,38.1
165,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,21.6,1,9,3,33.3,0.42,0.14,0.11,0.33,16.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,9.0,0.41666666666666663,33.3
166,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,14.3,2,23,11,47.8,1.60,0.77,0.04,0.09,25.4,1,1,1,2.5,1.7,0.07,-0.5,-0.7,Matches,23.0,1.6083916083916083,47.8
167,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,19.0,8,64,21,32.8,3.37,1.11,0.09,0.29,21.9,2,2,3,7.0,4.7,0.07,+1.0,+1.3,Matches,64.0,3.3684210526315788,32.8
168,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,19.9,1,3,1,33.3,0.15,0.05,0.33,1.00,4.1,0,0,0,1.0,1.0,0.41,0.0,0.0,Matches,3.0,0.15075376884422112,33.3
169,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,15.6,10,35,15,42.9,2.24,0.96,0.29,0.67,11.8,0,0,0,6.6,6.6,0.19,+3.4,+3.4,Matches,35.0,2.2435897435897436,42.9
172,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,32,1989,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,19.3,0,0,1,1.0,0.3,0.09,-1.0,-0.3,Matches,3.0,0.8571428571428571,33.3
173,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,30.2,4,32,10,31.3,1.06,0.33,0.13,0.40,16.1,0,0,0,3.2,3.2,0.10,+0.8,+0.8,Matches,32.0,1.0596026490066226,31.3
174,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,6.1,0,1,1,100.0,0.17,0.17,0.00,0.00,37.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,1.0,0.1639344262295082,100.0
175,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,22.8,2,24,5,20.8,1.05,0.22,0.08,0.40,15.1,0,0,0,3.2,3.2,0.13,-1.2,-1.2,Matches,24.0,1.0526315789473684,20.8
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
177,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,10.3,4,28,10,35.7,2.72,0.97,0.14,0.40,12.1,0,0,0,3.5,3.5,0.13,+0.5,+0.5,Matches,28.0,2.7184466019417473,35.7
178,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,17.0,0,9,1,11.1,0.53,0.06,0.00,0.00,18.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,9.0,0.5294117647058824,11.1
180,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,26,1996,18.9,0,12,2,16.7,0.63,0.11,0.00,0.00,24.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,12.0,0.634920634920635,16.7
181,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,33.3,3,9,5,55.6,0.27,0.15,0.33,0.60,10.1,0,0,0,1.2,1.2,0.13,+1.8,+1.8,Matches,9.0,0.2702702702702703,55.6
182,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,16.1,1,4,2,50.0,0.25,0.12,0.25,0.50,7.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,4.0,0.24844720496894407,50.0
185,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,10.1,1,6,2,33.3,0.60,0.20,0.17,0.50,7.2,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches,6.0,0.594059405940594,33.3
186,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,9.3,2,5,3,60.0,0.54,0.32,0.40,0.67,16.0,0,0,0,0.6,0.6,0.13,+1.4,+1.4,Matches,5.0,0.5376344086021505,60.0
187,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,21.6,6,62,22,35.5,2.87,1.02,0.10,0.27,22.6,3,0,0,3.9,3.9,0.06,+2.1,+2.1,Matches,62.0,2.8703703703703702,35.5
189,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24,1997,21.9,4,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,5.3,5.3,0.10,-1.3,-1.3,Matches,51.0,2.328767123287671,27.5
193,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,17,2004,5.8,1,6,3,50.0,1.03,0.51,0.17,0.33,24.5,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches,6.0,1.0344827586206897,50.0
194,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,23,1999,10.4,1,21,7,33.3,2.01,0.67,0.05,0.14,24.1,6,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,21.0,2.019230769230769,33.3
195,Nedim Bajrami,al ALB,"FW,MF",Sassuolo,it Serie A,23,1999,9.1,1,23,8,34.8,2.53,0.88,0.04,0.13,20.7,4,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches,23.0,2.5274725274725274,34.8
198,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22,2000,18.4,3,17,8,47.1,0.92,0.43,0.18,0.38,18.9,0,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches,17.0,0.923913043478261,47.1
199,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,28.7,5,28,12,42.9,0.98,0.42,0.18,0.42,19.1,0,0,0,2.9,2.9,0.10,+2.1,+2.1,Matches,28.0,0.975609756097561,42.9
200,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,19.7,4,33,12,36.4,1.68,0.61,0.12,0.33,20.1,0,0,0,2.4,2.4,0.07,+1.6,+1.6,Matches,33.0,1.6751269035532996,36.4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
201,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,27.5,1,19,4,21.1,0.69,0.15,0.05,0.25,17.9,0,0,0,1.9,1.9,0.10,-0.9,-0.9,Matches,19.0,0.6909090909090909,21.1
202,Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,23.9,0,7,1,14.3,0.29,0.04,0.00,0.00,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,7.0,0.29288702928870297,14.3
203,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,18,2004,5.3,0,12,2,16.7,2.26,0.38,0.00,0.00,24.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,12.0,2.2641509433962264,16.7
207,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,35.9,0,6,1,16.7,0.17,0.03,0.00,0.00,17.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,6.0,0.1671309192200557,16.7
208,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,5.8,1,5,3,60.0,0.86,0.52,0.20,0.33,11.4,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches,5.0,0.8620689655172414,60.0
209,Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,33.3,21,121,50,41.3,3.63,1.50,0.12,0.30,15.2,2,6,7,26.6,21.0,0.18,-5.6,-6.0,Matches,121.0,3.633633633633634,41.3
211,Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,30.9,6,71,28,39.4,2.30,0.91,0.08,0.21,15.5,0,0,0,8.2,8.2,0.12,-2.2,-2.2,Matches,71.0,2.2977346278317152,39.4
212,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28,1993,16.8,4,48,16,33.3,2.85,0.95,0.08,0.25,14.7,1,0,2,8.5,6.9,0.15,-4.5,-2.9,Matches,48.0,2.857142857142857,33.3
213,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,18.2,2,36,12,33.3,1.98,0.66,0.06,0.17,19.0,0,0,0,3.1,3.1,0.09,-1.1,-1.1,Matches,36.0,1.978021978021978,33.3
214,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27,1995,25.1,2,24,7,29.2,0.95,0.28,0.08,0.29,23.4,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,24.0,0.9561752988047808,29.2
215,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,19.2,5,45,16,35.6,2.35,0.83,0.11,0.31,14.9,0,0,0,4.9,4.9,0.11,+0.1,+0.1,Matches,45.0,2.34375,35.6
216,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24,1998,6.9,0,4,1,25.0,0.58,0.15,0.00,0.00,15.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,4.0,0.5797101449275363,25.0
218,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,27,1994,20.0,2,32,7,21.9,1.60,0.35,0.06,0.29,17.7,0,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches,32.0,1.6,21.9
221,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,16.0,5,27,13,48.1,1.69,0.81,0.19,0.38,13.6,0,0,0,3.4,3.4,0.13,+1.6,+1.6,Matches,27.0,1.6875,48.1
222,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,27.3,0,7,2,28.6,0.26,0.07,0.00,0.00,15.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,7.0,0.2564102564102564,28.6
224,Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,5.6,0,5,3,60.0,0.89,0.54,0.00,0.00,17.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,5.0,0.8928571428571429,60.0
225,Nicolò Barella,it ITA,MF,Inter,it Serie A,25,1997,29.0,6,33,13,39.4,1.14,0.45,0.18,0.46,20.6,1,0,0,3.2,3.2,0.10,+2.8,+2.8,Matches,33.0,1.1379310344827587,39.4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
226,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,25,1997,14.6,1,17,6,35.3,1.17,0.41,0.06,0.17,15.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,17.0,1.1643835616438356,35.3
227,Ross Barkley,eng ENG,"MF,FW",Nice,fr Ligue 1,28,1993,10.7,4,38,17,44.7,3.56,1.59,0.11,0.24,19.7,3,0,0,4.3,4.3,0.11,-0.3,-0.3,Matches,38.0,3.551401869158879,44.7
228,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24,1998,6.5,0,11,2,18.2,1.70,0.31,0.00,0.00,23.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,11.0,1.6923076923076923,18.2
229,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,24,1997,30.1,13,72,34,47.2,2.39,1.13,0.18,0.38,15.9,0,0,0,8.9,8.9,0.12,+4.1,+4.1,Matches,72.0,2.3920265780730894,47.2
230,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22,2000,23.8,4,32,14,43.8,1.35,0.59,0.13,0.29,16.0,0,0,0,3.9,3.9,0.12,+0.1,+0.1,Matches,32.0,1.3445378151260503,43.8
232,Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,es La Liga,20,2001,9.8,3,18,12,66.7,1.85,1.23,0.17,0.25,14.9,2,0,0,3.0,3.0,0.17,0.0,0.0,Matches,18.0,1.8367346938775508,66.7
233,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,14.7,1,19,4,21.1,1.29,0.27,0.05,0.25,26.6,3,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,19.0,1.2925170068027212,21.1
234,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19,2003,8.0,0,12,3,25.0,1.49,0.37,0.00,0.00,21.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,12.0,1.5,25.0
235,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,23,1998,21.8,3,65,16,24.6,2.98,0.73,0.05,0.19,23.2,1,0,0,3.0,3.0,0.05,0.0,0.0,Matches,65.0,2.981651376146789,24.6
236,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37.0,3,21,6,28.6,0.57,0.16,0.14,0.50,11.8,0,0,0,1.9,1.9,0.09,+1.1,+1.1,Matches,21.0,0.5675675675675675,28.6
237,Toma Bašić,hr CRO,MF,Lazio,it Serie A,25,1996,5.7,1,11,5,45.5,1.93,0.88,0.09,0.20,19.6,0,0,0,1.8,1.8,0.17,-0.8,-0.8,Matches,11.0,1.9298245614035088,45.5
238,Alberto Basso,it ITA,MF,Cremonese,it Serie A,18,2004,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,13.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,1.0,5.0,100.0
239,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,25,1996,4.4,1,10,4,40.0,2.26,0.90,0.10,0.25,20.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,10.0,2.2727272727272725,40.0
240,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,24.0,0,12,3,25.0,0.50,0.13,0.00,0.00,13.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches,12.0,0.5,25.0
241,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,25,1996,13.2,2,22,7,31.8,1.67,0.53,0.09,0.29,20.9,2,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches,22.0,1.6666666666666667,31.8
245,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,6.2,0,4,2,50.0,0.64,0.32,0.00,0.00,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,4.0,0.6451612903225806,50.0
247,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,22,1999,28.5,7,66,19,28.8,2.31,0.67,0.11,0.37,15.7,0,0,0,7.1,7.1,0.11,-0.1,-0.1,Matches,66.0,2.3157894736842106,28.8
248,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26,1996,22.3,1,22,6,27.3,0.99,0.27,0.05,0.17,15.2,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches,22.0,0.9865470852017937,27.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
253,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,28,1994,15.7,7,28,13,46.4,1.78,0.83,0.21,0.46,15.0,0,1,1,4.6,3.8,0.14,+2.4,+2.2,Matches,28.0,1.78343949044586,46.4
254,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26,1996,27.6,2,19,5,26.3,0.69,0.18,0.11,0.40,12.1,0,0,0,1.5,1.5,0.08,+0.5,+0.5,Matches,19.0,0.6884057971014492,26.3
257,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,27,1995,28.4,11,67,26,38.8,2.36,0.92,0.16,0.42,18.3,0,0,0,6.5,6.5,0.10,+4.5,+4.5,Matches,67.0,2.359154929577465,38.8
263,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,31,1991,17.1,8,35,14,40.0,2.05,0.82,0.23,0.57,11.7,0,0,0,4.8,4.8,0.14,+3.2,+3.2,Matches,35.0,2.046783625730994,40.0
264,Alexis Beka Beka,fr FRA,"MF,DF",Nice,fr Ligue 1,21,2001,6.1,0,9,3,33.3,1.49,0.50,0.00,0.00,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,9.0,1.4754098360655739,33.3
265,Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,fr Ligue 1,29,1993,8.3,1,12,5,41.7,1.45,0.61,0.08,0.20,21.7,1,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches,12.0,1.4457831325301203,41.7
267,Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,fr Ligue 1,30,1992,12.8,6,27,9,33.3,2.11,0.70,0.04,0.11,24.8,4,5,6,6.2,1.8,0.07,-0.2,-0.8,Matches,27.0,2.109375,33.3
268,Youcef Belaïli,dz ALG,"FW,MF",Brest,fr Ligue 1,30,1992,4.0,0,9,1,11.1,2.28,0.25,0.00,0.00,16.0,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,9.0,2.25,11.1
269,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,28,1994,29.5,2,9,2,22.2,0.30,0.07,0.11,0.50,25.5,0,1,1,1.3,0.5,0.05,+0.7,+0.5,Matches,9.0,0.3050847457627119,22.2
270,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,30,1991,26.6,0,7,2,28.6,0.26,0.08,0.00,0.00,10.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,7.0,0.2631578947368421,28.6
271,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,20,2001,20.9,0,14,2,14.3,0.67,0.10,0.00,0.00,16.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,14.0,0.6698564593301436,14.3
272,Raoul Bellanova,it ITA,DF,Inter,it Serie A,22,2000,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,8.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches,4.0,0.7272727272727273,25.0
274,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,24,1998,26.9,2,38,13,34.2,1.41,0.48,0.05,0.15,22.2,11,0,0,2.5,2.5,0.07,-0.5,-0.5,Matches,38.0,1.412639405204461,34.2
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
276,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19,2003,29.9,8,66,23,34.8,2.21,0.77,0.11,0.30,18.0,2,1,1,8.2,7.4,0.11,-0.2,-0.4,Matches,66.0,2.207357859531773,34.8
278,Andrea Belotti,it ITA,FW,Roma,it Serie A,28,1993,12.7,0,19,9,47.4,1.49,0.71,0.00,0.00,12.7,0,0,1,3.5,2.7,0.14,-3.5,-2.7,Matches,19.0,1.4960629921259843,47.4
279,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,23,1999,31.7,0,24,2,8.3,0.76,0.06,0.00,0.00,27.3,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,24.0,0.7570977917981073,8.3
280,Eliesse Ben Seghir,ma MAR,"FW,MF",Monaco,fr Ligue 1,17,2005,11.7,4,21,8,38.1,1.80,0.68,0.19,0.50,18.6,0,0,0,1.9,1.9,0.09,+2.1,+2.1,Matches,21.0,1.794871794871795,38.1
282,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,31,1990,23.5,19,66,36,54.5,2.81,1.53,0.21,0.39,14.2,3,5,6,17.4,12.7,0.19,+1.6,+1.3,Matches,66.0,2.8085106382978724,54.5
284,Marco Benassi,it ITA,MF,Cremonese,it Serie A,27,1994,11.1,0,19,8,42.1,1.71,0.72,0.00,0.00,19.9,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches,19.0,1.7117117117117118,42.1
286,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,24,1997,22.3,2,16,3,18.8,0.72,0.13,0.13,0.67,25.0,3,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches,16.0,0.7174887892376681,18.8
287,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,26,1995,23.0,6,69,23,33.3,3.00,1.00,0.03,0.09,21.9,5,4,4,7.0,3.9,0.06,-1.0,-1.9,Matches,69.0,3.0,33.3
288,Ramy Bensebaini,dz ALG,DF,Gladbach,de Bundesliga,27,1995,27.6,6,39,12,30.8,1.41,0.44,0.10,0.33,17.3,3,2,2,5.3,3.7,0.10,+0.7,+0.3,Matches,39.0,1.4130434782608694,30.8
289,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,27,1994,27.7,4,39,13,33.3,1.41,0.47,0.05,0.15,27.5,8,2,2,3.2,1.6,0.04,+0.8,+0.4,Matches,39.0,1.407942238267148,33.3
290,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25,1997,16.7,5,15,9,60.0,0.90,0.54,0.33,0.56,15.8,0,0,0,2.2,2.2,0.15,+2.8,+2.8,Matches,15.0,0.8982035928143713,60.0
292,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,34,1987,22.6,19,99,36,36.4,4.37,1.59,0.12,0.33,15.9,6,7,8,21.5,14.9,0.15,-2.5,-2.9,Matches,99.0,4.380530973451327,36.4
293,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27,1994,20.7,12,75,19,25.3,3.62,0.92,0.07,0.26,22.0,4,7,8,11.4,5.1,0.07,+0.6,-0.1,Matches,75.0,3.6231884057971016,25.3
294,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,32,1990,26.7,1,28,7,25.0,1.05,0.26,0.04,0.14,20.4,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,28.0,1.0486891385767791,25.0
295,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27,1995,25.5,4,56,19,33.9,2.19,0.74,0.07,0.21,18.0,4,0,0,4.3,4.3,0.08,-0.3,-0.3,Matches,56.0,2.196078431372549,33.9
299,Mitchell van Bergen,nl NED,"FW,DF",Reims,fr Ligue 1,22,1999,10.1,0,25,11,44.0,2.49,1.09,0.00,0.00,19.2,0,0,0,2.2,2.2,0.09,-2.2,-2.2,Matches,25.0,2.4752475247524752,44.0
300,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24,1998,18.7,9,51,13,25.5,2.73,0.70,0.12,0.46,18.7,6,3,4,8.1,5.0,0.10,+0.9,+1.0,Matches,51.0,2.7272727272727275,25.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
303,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,29,1993,18.3,1,7,6,85.7,0.38,0.33,0.14,0.17,11.4,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches,7.0,0.3825136612021858,85.7
307,Beto,gw GNB,FW,Udinese,it Serie A,24,1998,23.7,10,60,20,33.3,2.54,0.85,0.15,0.45,13.7,0,1,1,10.9,10.1,0.17,-0.9,-1.1,Matches,60.0,2.5316455696202533,33.3
309,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,29,1993,23.7,1,7,4,57.1,0.30,0.17,0.14,0.25,10.9,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches,7.0,0.29535864978902954,57.1
310,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,19,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2.0,1.1764705882352942,50.0
312,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,32,1990,2.9,0,2,1,50.0,0.68,0.34,0.00,0.00,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,2.0,0.6896551724137931,50.0
313,Pedro Bigas,es ESP,DF,Elche,es La Liga,31,1990,22.4,0,22,8,36.4,0.98,0.36,0.00,0.00,15.5,0,0,0,1.8,1.8,0.08,-1.8,-1.8,Matches,22.0,0.9821428571428572,36.4
