,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Fitness,Off the Ball,One vs One,Pace,Passing,Penalty Taking,Positioning,Punching,Reflexes,Rushing Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Unnamed: 0,fm,normal
52,2000150158,Yth,Jonathan Asp-Jensen,2006-01-14,DEN,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"DM,MC,AMC",182,72 kg,16,€700K - €10M,€275 p/m,-,-,U19,0,-,Technical,-,Mezzala,Attack,MC,60,15,55,60,40,55,45,15,15,50,40,65,50,40,70,65,5,45,65,75,65,5,25,40,10,20,55,10,40,70,55,10,55,65,45,50,10,5,5,55,35,45,60,70,15,60,60,0,FC Bayern,FC Bayern
53,2000150158,Yth,Jonathan Asp-Jensen,2006-01-14,DEN,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"DM,MC,AMC",182,72 kg,16,€700K - €10M,€275 p/m,-,-,U19,0,-,Technical,-,Mezzala,Attack,MC,60,15,55,60,40,55,45,15,15,50,40,65,50,40,70,65,5,45,65,75,65,5,25,40,10,20,55,10,40,70,55,10,55,65,45,50,10,5,5,55,35,45,60,70,15,60,60,4,FC Bayern,FC Bayern
54,2000180859,Yth,Paul Scholl,2006-07-23,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,DC,193,82 kg,15,€1.1M - €5.6M,€275 p/m,-,-,,0,-,Physical,-,Ball Playing Defender,Defend,DC,55,15,60,45,40,60,45,15,10,50,45,5,30,40,75,40,10,30,55,55,10,10,60,75,15,50,25,20,60,65,35,15,60,60,30,60,10,10,15,55,60,60,50,60,5,55,50,0,FC Bayern,FC Bayern
55,2000180859,Yth,Paul Scholl,2006-07-23,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,DC,193,82 kg,15,€1.1M - €5.6M,€275 p/m,-,-,,0,-,Physical,-,Ball Playing Defender,Defend,DC,55,15,60,45,40,60,45,15,10,50,45,5,30,40,75,40,10,30,55,55,10,10,60,75,15,50,25,20,60,65,35,15,60,60,30,60,10,10,15,55,60,60,50,60,5,55,50,4,FC Bayern,FC Bayern
56,2000065722,Inj,Gabriel Marušić,2003-03-03,CRO,Bundesliga,FC Bayern,Germany (Bundesliga),Left,Weak,Very Strong,"DL,DC",186,78 kg,19,€18K - €180K,"€12,500 p/m",12,-,U20,0,-,Technical,-,No-Nonsense Full-Back,Defend,DL,60,10,55,55,55,60,60,10,5,55,50,15,35,45,30,40,5,30,55,40,15,5,55,60,5,35,30,15,60,50,35,15,60,55,30,60,15,5,5,55,60,60,55,55,10,50,55,0,FC Bayern,FC Bayern
57,2000065722,Inj,Gabriel Marušić,2003-03-03,CRO,Bundesliga,FC Bayern,Germany (Bundesliga),Left,Weak,Very Strong,"DL,DC",186,78 kg,19,€18K - €180K,"€12,500 p/m",12,-,U20,0,-,Technical,-,No-Nonsense Full-Back,Defend,DL,60,10,55,55,55,60,60,10,5,55,50,15,35,45,30,40,5,30,55,40,15,5,55,60,5,35,30,15,60,50,35,15,60,55,30,60,15,5,5,55,60,60,55,55,10,50,55,4,FC Bayern,FC Bayern
58,2000085967,Yth,Matteo Perez Vinlöf,2005-12-18,SWE,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,WBL",171,65 kg,16,€300K - €3M,€275 p/m,-,-,U20,0,-,Technical,-,Wing-Back,Attack,DL,65,5,55,60,40,45,45,15,10,40,45,55,60,40,70,60,10,40,60,65,40,10,25,20,10,40,35,60,50,60,60,15,60,55,40,50,5,10,10,60,35,50,55,60,10,55,55,0,FC Bayern,FC Bayern
59,2000085967,Yth,Matteo Perez Vinlöf,2005-12-18,SWE,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,WBL",171,65 kg,16,€300K - €3M,€275 p/m,-,-,U20,0,-,Technical,-,Wing-Back,Attack,DL,65,5,55,60,40,45,45,15,10,40,45,55,60,40,70,60,10,40,60,65,40,10,25,20,10,40,35,60,50,60,60,15,60,55,40,50,5,10,10,60,35,50,55,60,10,55,55,4,FC Bayern,FC Bayern
60,2000171013,Yth,Vincent Manuba,2005-07-01,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"DR,DC,WBR",180,78 kg,16,€450K - €1.4M,€275 p/m,-,-,,0,-,Physical,-,Wing-Back,Support,DR,60,20,35,55,40,45,55,15,15,40,40,25,60,35,65,55,20,30,55,55,25,10,35,65,10,40,35,70,50,65,55,15,60,55,35,50,5,5,5,60,45,55,60,60,10,55,60,0,FC Bayern,FC Bayern
61,2000171013,Yth,Vincent Manuba,2005-07-01,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"DR,DC,WBR",180,78 kg,16,€450K - €1.4M,€275 p/m,-,-,,0,-,Physical,-,Wing-Back,Support,DR,60,20,35,55,40,45,55,15,15,40,40,25,60,35,65,55,20,30,55,55,25,10,35,65,10,40,35,70,50,65,55,15,60,55,35,50,5,5,5,60,45,55,60,60,10,55,60,4,FC Bayern,FC Bayern
62,2000175468,,Emirhan Demircan,2005-01-20,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"ML,AMR,AML",183,75 kg,17,€50K - €475K,"€6,750 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,65,5,35,60,40,45,35,15,15,40,35,30,45,35,60,65,5,55,60,75,30,5,35,55,10,15,40,15,20,65,55,15,65,55,35,20,5,5,5,45,40,25,45,65,15,60,45,0,FC Bayern,FC Bayern
63,2000175468,,Emirhan Demircan,2005-01-20,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"ML,AMR,AML",183,75 kg,17,€50K - €475K,"€6,750 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,65,5,35,60,40,45,35,15,15,40,35,30,45,35,60,65,5,55,60,75,30,5,35,55,10,15,40,15,20,65,55,15,65,55,35,20,5,5,5,45,40,25,45,65,15,60,45,4,FC Bayern,FC Bayern
64,2000171033,,Matteo Schablas,2005-03-14,AUT,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,WBL",180,70 kg,17,€190K - €550K,"€8,250 p/m",-,-,,0,-,Technical,-,Wing-Back,Attack,DL,65,10,40,60,40,45,50,10,10,45,40,25,55,40,60,60,10,35,55,60,25,20,30,50,5,15,35,30,45,65,60,15,60,55,35,50,15,5,5,60,35,55,60,60,5,55,55,0,FC Bayern,FC Bayern
65,2000171033,,Matteo Schablas,2005-03-14,AUT,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,WBL",180,70 kg,17,€190K - €550K,"€8,250 p/m",-,-,,0,-,Technical,-,Wing-Back,Attack,DL,65,10,40,60,40,45,50,10,10,45,40,25,55,40,60,60,10,35,55,60,25,20,30,50,5,15,35,30,45,65,60,15,60,55,35,50,15,5,5,60,35,55,60,60,5,55,55,4,FC Bayern,FC Bayern
66,2000197177,Yth,Grayson Dettoni,2005-06-29,USA,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Weak,DC,194,81 kg,16,€400K - €1.2M,€275 p/m,-,-,,0,-,Physical,-,No-Nonsense Centre-Back,Defend,DC,55,5,60,40,40,60,50,10,15,40,40,10,30,40,60,35,10,30,45,35,10,10,60,75,10,25,30,30,60,65,35,15,60,55,25,60,5,10,20,55,60,60,55,50,15,45,55,0,FC Bayern,FC Bayern
67,2000197177,Yth,Grayson Dettoni,2005-06-29,USA,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Weak,DC,194,81 kg,16,€400K - €1.2M,€275 p/m,-,-,,0,-,Physical,-,No-Nonsense Centre-Back,Defend,DC,55,5,60,40,40,60,50,10,15,40,40,10,30,40,60,35,10,30,45,35,10,10,60,75,10,25,30,30,60,65,35,15,60,55,25,60,5,10,20,55,60,60,55,50,15,45,55,4,FC Bayern,FC Bayern
68,2000180831,,Max Scholze,2005-04-30,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DR,WBR,MR,AMR",184,78 kg,17,€12K - €120K,"€8,250 p/m",-,-,,0,-,Physical,-,Complete Wing-Back,Support,DR,55,10,55,55,25,45,40,10,5,25,35,25,35,65,60,45,5,35,65,45,30,10,30,50,15,5,35,25,40,50,30,10,55,40,5,20,15,5,10,65,45,55,55,45,10,35,55,0,FC Bayern,FC Bayern
69,2000180831,,Max Scholze,2005-04-30,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DR,WBR,MR,AMR",184,78 kg,17,€12K - €120K,"€8,250 p/m",-,-,,0,-,Physical,-,Complete Wing-Back,Support,DR,55,10,55,55,25,45,40,10,5,25,35,25,35,65,60,45,5,35,65,45,30,10,30,50,15,5,35,25,40,50,30,10,55,40,5,20,15,5,10,65,45,55,55,45,10,35,55,4,FC Bayern,FC Bayern
70,2000197180,,Kaan Bengi,2005-03-31,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,DC,WBL",185,77 kg,17,€35K - €350K,"€10,000 p/m",-,-,U19,0,-,Physical,-,Central Defender,Defend,DC,60,5,50,45,35,45,60,15,10,40,35,55,55,50,65,30,5,30,35,25,55,15,65,60,10,55,35,40,60,65,25,5,60,45,20,35,5,20,10,55,60,45,45,45,10,30,45,0,FC Bayern,FC Bayern
71,2000197180,,Kaan Bengi,2005-03-31,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,DC,WBL",185,77 kg,17,€35K - €350K,"€10,000 p/m",-,-,U19,0,-,Physical,-,Central Defender,Defend,DC,60,5,50,45,35,45,60,15,10,40,35,55,55,50,65,30,5,30,35,25,55,15,65,60,10,55,35,40,60,65,25,5,60,45,20,35,5,20,10,55,60,45,45,45,10,30,45,4,FC Bayern,FC Bayern
72,2000197188,,Luka Klanac,2005-06-16,CRO,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"AMR,AML,ST",186,76 kg,17,€28K - €275K,"€8,250 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,60,15,60,60,55,30,10,20,15,45,35,40,50,50,60,60,10,60,70,35,30,5,55,60,5,10,25,30,25,60,40,15,60,55,25,40,15,5,15,45,25,25,35,45,5,55,60,0,FC Bayern,FC Bayern
73,2000197188,,Luka Klanac,2005-06-16,CRO,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"AMR,AML,ST",186,76 kg,17,€28K - €275K,"€8,250 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,60,15,60,60,55,30,10,20,15,45,35,40,50,50,60,60,10,60,70,35,30,5,55,60,5,10,25,30,25,60,40,15,60,55,25,40,15,5,15,45,25,25,35,45,5,55,60,4,FC Bayern,FC Bayern
74,2000147145,,Benjamin Ballis,2005-01-25,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,185,75 kg,17,€130K - €400K,"€8,250 p/m",-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,50,55,35,55,55,45,55,45,50,35,70,15,15,25,55,10,25,5,40,15,25,60,5,60,70,20,15,5,10,75,15,60,40,50,15,70,35,75,65,15,25,15,45,20,40,40,40,0,FC Bayern,FC Bayern
75,2000147145,,Benjamin Ballis,2005-01-25,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,185,75 kg,17,€130K - €400K,"€8,250 p/m",-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,50,55,35,55,55,45,55,45,50,35,70,15,15,25,55,10,25,5,40,15,25,60,5,60,70,20,15,5,10,75,15,60,40,50,15,70,35,75,65,15,25,15,45,20,40,40,40,4,FC Bayern,FC Bayern
76,2000173352,Yth,Gabriel Gonzalez,2006-06-14,SUI,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"AMR,AML,AMC",178,70 kg,16,€475K - €4.8M,€275 p/m,-,-,U20,0,-,Physical,-,Inverted Winger,Support,AML,65,5,55,60,40,40,35,5,15,40,35,30,40,35,60,65,10,55,60,65,30,5,35,40,10,10,40,10,15,65,55,10,65,55,35,20,5,15,10,50,35,20,45,65,5,55,45,0,FC Bayern,FC Bayern
77,2000173352,Yth,Gabriel Gonzalez,2006-06-14,SUI,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"AMR,AML,AMC",178,70 kg,16,€475K - €4.8M,€275 p/m,-,-,U20,0,-,Physical,-,Inverted Winger,Support,AML,65,5,55,60,40,40,35,5,15,40,35,30,40,35,60,65,10,55,60,65,30,5,35,40,10,10,40,10,15,65,55,10,65,55,35,20,5,15,10,50,35,20,45,65,5,55,45,4,FC Bayern,FC Bayern
78,2000177342,Yth,Manuel Pisano,2006-04-05,ITA,Bundesliga,FC Bayern,Germany (Bundesliga),Left,Fairly Strong,Very Strong,ST,187,80 kg,16,€120K - €1.2M,€275 p/m,-,-,,0,-,Physical,-,Target Forward,Attack,ST,55,5,60,50,40,60,40,5,15,35,40,10,30,35,65,55,15,60,45,50,15,10,60,65,5,20,35,15,15,60,60,5,60,50,55,20,15,10,5,50,55,20,40,50,15,55,45,0,FC Bayern,FC Bayern
79,2000177342,Yth,Manuel Pisano,2006-04-05,ITA,Bundesliga,FC Bayern,Germany (Bundesliga),Left,Fairly Strong,Very Strong,ST,187,80 kg,16,€120K - €1.2M,€275 p/m,-,-,,0,-,Physical,-,Target Forward,Attack,ST,55,5,60,50,40,60,40,5,15,35,40,10,30,35,65,55,15,60,45,50,15,10,60,65,5,20,35,15,15,60,60,5,60,50,55,20,15,10,5,50,55,20,40,50,15,55,45,4,FC Bayern,FC Bayern
80,2000197186,,Yousef Qashi,2005-04-15,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MC,AMC",178,69 kg,17,€30K - €300K,"€10,000 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,60,15,25,60,40,40,30,15,10,40,30,60,35,35,55,55,5,40,70,65,60,10,25,40,15,55,45,20,40,65,55,10,55,70,10,30,15,15,10,50,35,35,40,70,15,55,45,0,FC Bayern,FC Bayern
81,2000197186,,Yousef Qashi,2005-04-15,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MC,AMC",178,69 kg,17,€30K - €300K,"€10,000 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,60,15,25,60,40,40,30,15,10,40,30,60,35,35,55,55,5,40,70,65,60,10,25,40,15,55,45,20,40,65,55,10,55,70,10,30,15,15,10,50,35,35,40,70,15,55,45,4,FC Bayern,FC Bayern
82,2000197184,Yth,Robert Deziel Jr.,2005-06-30,USA,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"DM,MC",184,76 kg,16,€120K - €1.2M,€275 p/m,-,-,,0,-,Technical,-,Central Midfielder,Support,MC,25,5,75,45,45,35,40,10,10,55,55,20,35,65,65,30,15,35,65,25,35,10,35,60,10,5,45,20,35,65,30,10,45,70,25,60,5,15,15,35,35,65,65,45,5,40,60,0,FC Bayern,FC Bayern
83,2000197184,Yth,Robert Deziel Jr.,2005-06-30,USA,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"DM,MC",184,76 kg,16,€120K - €1.2M,€275 p/m,-,-,,0,-,Technical,-,Central Midfielder,Support,MC,25,5,75,45,45,35,40,10,10,55,55,20,35,65,65,30,15,35,65,25,35,10,35,60,10,5,45,20,35,65,30,10,45,70,25,60,5,15,15,35,35,65,65,45,5,40,60,4,FC Bayern,FC Bayern
84,2000148193,Inj,Tom Ritzy Hülsmann,2004-04-11,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,GK,198,80 kg,18,€65K - €200K,"€8,250 p/m",3,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,45,75,80,65,50,40,45,40,40,40,45,10,15,70,50,5,80,5,20,5,25,70,5,80,45,20,10,15,15,55,10,35,45,30,10,50,45,70,55,35,30,10,40,30,45,35,35,0,FC Bayern,FC Bayern
85,2000148193,Inj,Tom Ritzy Hülsmann,2004-04-11,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,GK,198,80 kg,18,€65K - €200K,"€8,250 p/m",3,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,45,75,80,65,50,40,45,40,40,40,45,10,15,70,50,5,80,5,20,5,25,70,5,80,45,20,10,15,15,55,10,35,45,30,10,50,45,70,55,35,30,10,40,30,45,35,35,4,FC Bayern,FC Bayern
86,2000100044,Yth,Lennard Becker,2005-12-13,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",189,81 kg,16,€55K - €550K,€275 p/m,-,-,,0,-,Leader,-,Ball Winning Midfielder,Support,DM,55,15,65,45,60,55,40,5,10,25,45,35,25,70,65,55,10,45,40,25,35,10,55,65,15,60,50,5,40,35,40,10,60,55,60,25,5,10,5,50,25,70,40,45,10,40,60,0,FC Bayern,FC Bayern
87,2000100044,Yth,Lennard Becker,2005-12-13,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",189,81 kg,16,€55K - €550K,€275 p/m,-,-,,0,-,Leader,-,Ball Winning Midfielder,Support,DM,55,15,65,45,60,55,40,5,10,25,45,35,25,70,65,55,10,45,40,25,35,10,55,65,15,60,50,5,40,35,40,10,60,55,60,25,5,10,5,50,25,70,40,45,10,40,60,4,FC Bayern,FC Bayern
88,2000197181,,Ben Emci,2005-02-22,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"DR,DC,WBR",182,72 kg,17,€65K - €190K,"€10,000 p/m",-,-,,0,-,Technical,-,No-Nonsense Full-Back,Defend,DR,50,15,60,40,40,45,45,10,15,45,35,25,25,75,60,40,15,15,50,25,25,5,45,50,10,20,25,40,40,75,35,10,35,60,20,45,20,15,10,30,55,60,45,50,5,45,45,0,FC Bayern,FC Bayern
89,2000197181,,Ben Emci,2005-02-22,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"DR,DC,WBR",182,72 kg,17,€65K - €190K,"€10,000 p/m",-,-,,0,-,Technical,-,No-Nonsense Full-Back,Defend,DR,50,15,60,40,40,45,45,10,15,45,35,25,25,75,60,40,15,15,50,25,25,5,45,50,10,20,25,40,40,75,35,10,35,60,20,45,20,15,10,30,55,60,45,50,5,45,45,4,FC Bayern,FC Bayern
90,2000197175,,Benedikt Wimmer,2005-02-12,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Weak,DC,195,82 kg,17,€8K - €80K,"€8,000 p/m",-,-,,0,-,Physical,-,Central Defender,Defend,DC,55,10,30,40,40,60,50,15,15,45,45,35,35,35,60,10,15,10,50,25,10,15,65,85,15,60,15,40,40,45,45,15,60,40,20,50,5,20,5,50,55,70,45,25,5,15,50,0,FC Bayern,FC Bayern
91,2000197175,,Benedikt Wimmer,2005-02-12,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right Only,Very Strong,Weak,DC,195,82 kg,17,€8K - €80K,"€8,000 p/m",-,-,,0,-,Physical,-,Central Defender,Defend,DC,55,10,30,40,40,60,50,15,15,45,45,35,35,35,60,10,15,10,50,25,10,15,65,85,15,60,15,40,40,45,45,15,60,40,20,50,5,20,5,50,55,70,45,25,5,15,50,4,FC Bayern,FC Bayern
92,2000149996,Inj,Benjamin Dibrani,2004-02-09,KOS,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MC,AMR,AML,AMC",177,68 kg,18,€35K - €350K,"€8,250 p/m",-,-,U21,0,-,Creative,Damaged cruciate ligaments,Inverted Winger,Support,AML,60,15,35,50,35,40,35,10,10,35,35,35,45,70,65,50,5,35,40,60,35,10,35,45,5,25,40,5,25,55,40,5,60,70,20,40,5,10,5,40,50,35,65,65,15,35,40,0,FC Bayern,FC Bayern
93,2000149996,Inj,Benjamin Dibrani,2004-02-09,KOS,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"MC,AMR,AML,AMC",177,68 kg,18,€35K - €350K,"€8,250 p/m",-,-,U21,0,-,Creative,Damaged cruciate ligaments,Inverted Winger,Support,AML,60,15,35,50,35,40,35,10,10,35,35,35,45,70,65,50,5,35,40,60,35,10,35,45,5,25,40,5,25,55,40,5,60,70,20,40,5,10,5,40,50,35,65,65,15,35,40,4,FC Bayern,FC Bayern
94,91205070,Inj,Moritz Mosandl,2002-06-17,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DR,DM,MC",183,71 kg,20,€20K - €190K,"€6,750 p/m",3,-,,0,-,Leader,Damaged cruciate ligaments,Central Midfielder,Support,MC,60,10,55,35,45,70,40,5,10,40,35,20,40,55,90,40,15,40,60,30,35,15,35,55,5,40,40,5,55,45,45,5,60,65,20,40,5,15,20,50,25,65,70,45,10,40,65,0,FC Bayern,FC Bayern
95,91205070,Inj,Moritz Mosandl,2002-06-17,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DR,DM,MC",183,71 kg,20,€20K - €190K,"€6,750 p/m",3,-,,0,-,Leader,Damaged cruciate ligaments,Central Midfielder,Support,MC,60,10,55,35,45,70,40,5,10,40,35,20,40,55,90,40,15,40,60,30,35,15,35,55,5,40,40,5,55,45,45,5,60,65,20,40,5,15,20,50,25,65,70,45,10,40,65,4,FC Bayern,FC Bayern
96,2000197173,,Ediz Demirkiran,2005-01-01,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",179,71 kg,17,€75K - €220K,"€8,250 p/m",-,-,,0,-,Creative,-,Mezzala,Support,MC,55,10,40,40,55,50,45,10,15,35,45,45,45,80,80,40,10,50,45,25,45,10,45,45,5,5,55,45,55,60,40,15,35,55,35,30,10,5,10,45,30,55,50,60,10,50,55,0,FC Bayern,FC Bayern
97,2000197173,,Ediz Demirkiran,2005-01-01,TUR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",179,71 kg,17,€75K - €220K,"€8,250 p/m",-,-,,0,-,Creative,-,Mezzala,Support,MC,55,10,40,40,55,50,45,10,15,35,45,45,45,80,80,40,10,50,45,25,45,10,45,45,5,5,55,45,55,60,40,15,35,55,35,30,10,5,10,45,30,55,50,60,10,50,55,4,FC Bayern,FC Bayern
98,2000197174,Loa,Leon Markert,2005-01-13,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,GK,185,78 kg,17,€35K - €325K,"€5,500 p/m",-,-,,0,-,Assertive,-,Goalkeeper,Defend,GK,45,65,70,35,40,15,50,50,45,25,50,10,10,70,35,5,25,15,5,5,30,70,5,70,60,30,5,15,5,55,15,55,45,45,5,30,55,70,65,15,20,5,40,15,40,35,35,0,FC Bayern,FC Bayern
99,2000197174,Loa,Leon Markert,2005-01-13,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,GK,185,78 kg,17,€35K - €325K,"€5,500 p/m",-,-,,0,-,Assertive,-,Goalkeeper,Defend,GK,45,65,70,35,40,15,50,50,45,25,50,10,10,70,35,5,25,15,5,5,30,70,5,70,60,30,5,15,5,55,15,55,45,45,5,30,55,70,65,15,20,5,40,15,40,35,35,4,FC Bayern,FC Bayern
100,2000197187,Loa,Liul Bruke Alemu,2005-05-20,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"MC,AMC",181,72 kg,17,€7K - €75K,"€10,000 p/m",-,-,,0,-,Technical,-,Advanced Playmaker,Support,AMC,30,15,45,60,50,25,20,10,15,55,35,40,50,55,60,70,10,50,75,50,40,5,40,45,5,25,45,30,20,60,65,10,50,65,35,40,15,5,15,25,25,40,45,60,15,60,50,0,FC Bayern,FC Bayern
101,2000197187,Loa,Liul Bruke Alemu,2005-05-20,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,"MC,AMC",181,72 kg,17,€7K - €75K,"€10,000 p/m",-,-,,0,-,Technical,-,Advanced Playmaker,Support,AMC,30,15,45,60,50,25,20,10,15,55,35,40,50,55,60,70,10,50,75,50,40,5,40,45,5,25,45,30,20,60,65,10,50,65,35,40,15,5,15,25,25,40,45,60,15,60,50,4,FC Bayern,FC Bayern
102,2000171035,Inj,Salih Sen,2005-01-10,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",182,67 kg,17,€20K - €190K,"€8,250 p/m",-,-,,0,-,Technical,-,Deep Lying Playmaker,Defend,MC,65,5,25,55,50,65,40,10,5,60,40,35,15,45,30,40,10,20,65,75,25,15,35,30,15,30,45,30,40,60,45,15,65,65,10,40,15,10,5,25,35,40,65,65,10,65,45,0,FC Bayern,FC Bayern
103,2000171035,Inj,Salih Sen,2005-01-10,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC",182,67 kg,17,€20K - €190K,"€8,250 p/m",-,-,,0,-,Technical,-,Deep Lying Playmaker,Defend,MC,65,5,25,55,50,65,40,10,5,60,40,35,15,45,30,40,10,20,65,75,25,15,35,30,15,30,45,30,40,60,45,15,65,65,10,40,15,10,5,25,35,40,65,65,10,65,45,4,FC Bayern,FC Bayern
104,2000065827,Inj,Rareş Canea,2004-03-12,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,DC,189,80 kg,18,€6K - €55K,"€5,750 p/m",-,-,,0,-,Technical,-,Ball Playing Defender,Defend,DC,30,5,40,40,30,50,50,5,15,75,50,30,25,30,55,15,15,35,50,25,20,10,55,70,5,40,45,20,55,40,35,10,40,65,15,65,10,5,10,30,30,75,45,65,15,55,50,0,FC Bayern,FC Bayern
105,2000065827,Inj,Rareş Canea,2004-03-12,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Weak,DC,189,80 kg,18,€6K - €55K,"€5,750 p/m",-,-,,0,-,Technical,-,Ball Playing Defender,Defend,DC,30,5,40,40,30,50,50,5,15,75,50,30,25,30,55,15,15,35,50,25,20,10,55,70,5,40,45,20,55,40,35,10,40,65,15,65,10,5,10,30,30,75,45,65,15,55,50,4,FC Bayern,FC Bayern
106,2000197179,,Florian Pollak,2005-02-24,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,"DL,WBL",182,73 kg,17,€9K - €90K,"€7,500 p/m",-,-,,0,-,Technical,-,Full-Back,Defend,DL,60,5,45,45,35,45,35,5,5,45,35,30,25,75,55,40,10,40,50,60,25,5,45,45,15,40,40,40,35,70,40,10,60,50,30,50,10,20,10,30,25,65,65,50,10,45,40,0,FC Bayern,FC Bayern
