,Name,Overall,Potential,Performance,Country,Club,Preferred Foot,Weak Foot,Skill Moves,Height,Offensive Work Rate,Defensive Work Rate,Value,Wage,ID,Crosses,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,Goalkeeping Diving,Goalkeeping Handling,Goalkeeping Kicking,Goalkeeping Positioning,Goalkeeping Reflexes,player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
22,H. Son,89,89,89.0,Korea Republic,Tottenham Hotspur,Right,5,4,183,High,Medium,€101M,€240K,200104,83,91,68,84,79,87,85,74,74,84,85,90,85,91,76,88,60,88,64,89,62,39,91,84,73,89,47,34,33,11,13,13,6,10,200104,/player/200104/heung-min-son/230002,23.0,2.0,2022-09-26,H. Son,손흥민 孙兴慜,"LW, LM",89,89,101000000.0,240000.0,29,1992-07-08,183,78,18.0,Tottenham Hotspur,13.0,Premier League,1.0,LW,7.0,,2015-08-28,2025.0,167,Korea Republic,,,,Right,5,4,4,High/Medium,Unique,Yes,191900000.0,"#Dribbler, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",88.0,89.0,82.0,86.0,42.0,69.0,83,91,68,84,79,87,85,74,74,84,85,90,85,91,76,88,60,88,64,89,62,39,91,84,73,89.0,47,34,33,11,13,13,6,10,,85+3,85+3,85+3,87,87,87,87,87,86+3,86+3,86+3,86+3,80+3,80+3,80+3,86+3,68+3,64+3,64+3,64+3,68+3,64+3,54+3,54+3,54+3,64+3,19+3
23,Neymar Jr,89,89,89.0,Brazil,Paris Saint-Germain,Right,5,5,175,High,Medium,€99.5M,€200K,190871,84,83,63,85,86,95,88,87,81,94,88,86,93,88,82,79,62,79,52,81,63,37,86,89,91,93,35,32,29,9,9,15,15,11,190871,/player/190871/neymar-da-silva-santos-jr/230002,23.0,2.0,2022-09-26,Neymar Jr,Neymar da Silva Santos Júnior,LW,89,89,99500000.0,200000.0,30,1992-02-05,175,68,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,LW,10.0,,2017-08-03,2025.0,54,Brazil,,,,Right,5,5,5,High/Medium,Unique,Yes,184100000.0,"#Dribbler, #FK Specialist, #Acrobat","Injury Prone, Flair, Speed Dribbler (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",87.0,83.0,85.0,93.0,37.0,61.0,84,83,63,85,86,95,88,87,81,94,88,86,93,88,82,79,62,79,52,81,63,37,86,89,91,93.0,35,32,29,9,9,15,15,11,,82+3,82+3,82+3,88,88,88,88,88,88+1,88+1,88+1,88+1,82+3,82+3,82+3,88+1,66+3,63+3,63+3,63+3,66+3,61+3,50+3,50+3,50+3,61+3,20+3
24,S. Mané,89,89,89.0,Senegal,FC Bayern München,Right,4,4,174,High,Medium,€99.5M,€145K,208722,78,86,84,84,75,88,77,64,71,86,91,90,93,91,88,83,87,85,72,78,75,35,90,84,75,84,42,42,38,10,10,15,7,14,208722,/player/208722/sadio-mane/230002,23.0,2.0,2022-09-26,S. Mané,Sadio Mané,"LM, CF",89,89,99500000.0,145000.0,30,1992-04-10,174,69,21.0,FC Bayern München,19.0,Bundesliga,1.0,ST,17.0,,2022-07-01,2025.0,136,Senegal,,,,Right,4,4,4,High/Medium,Unique,Yes,164200000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI), Team Player",90.0,83.0,80.0,88.0,44.0,77.0,78,86,84,84,75,88,77,64,71,86,91,90,93,91,88,83,87,85,72,78,75,35,90,84,75,84.0,42,42,38,10,10,15,7,14,,86+3,86+3,86+3,86,87,87,87,86,86+3,86+3,86+3,86+3,79+3,79+3,79+3,86+3,68+3,65+3,65+3,65+3,68+3,65+3,59+3,59+3,59+3,65+3,19+3
25,Marquinhos,88,90,89.0,Brazil,Paris Saint-Germain,Right,3,3,183,Medium,High,€92M,€170K,207865,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,207865,/player/207865/marcos-aoas-correa/230002,23.0,2.0,2022-09-26,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,CB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86.0,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3
26,Marquinhos,88,90,89.0,Brazil,Paris Saint-Germain,Right,3,3,183,Medium,High,€92M,€170K,207865,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,270390,/player/270390/marcus-vincius-oliveira-alencar/230002,23.0,2.0,2022-09-26,Marquinhos,Marcus Vinícius Oliveira Alencar,"RM, LM",73,86,7000000.0,30000.0,19,2003-04-07,174,77,1.0,Arsenal,13.0,Premier League,1.0,SUB,27.0,,2022-07-01,2026.0,54,Brazil,,,,Left,3,3,1,High/High,Lean (170-185),No,17700000.0,,"Finesse Shot, Flair, Speed Dribbler (AI)",81.0,62.0,66.0,75.0,33.0,54.0,71,64,50,69,55,75,67,45,55,77,82,80,77,67,78,61,48,64,54,59,45,33,73,67,56,66.0,30,32,30,6,6,12,6,12,,67+2,67+2,67+2,72,71,71,71,72,71+2,71+2,71+2,72+2,64+2,64+2,64+2,72+2,56+2,51+2,51+2,51+2,56+2,53+2,43+2,43+2,43+2,53+2,14+2
27,Marquinhos,73,86,79.5,Brazil,Arsenal,Left,3,3,174,High,High,€7M,€30K,270390,71,64,50,69,55,75,67,45,55,77,82,80,77,67,78,61,48,64,54,59,45,33,73,67,56,66,30,32,30,6,6,12,6,12,207865,/player/207865/marcos-aoas-correa/230002,23.0,2.0,2022-09-26,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,CB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86.0,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3
28,Marquinhos,73,86,79.5,Brazil,Arsenal,Left,3,3,174,High,High,€7M,€30K,270390,71,64,50,69,55,75,67,45,55,77,82,80,77,67,78,61,48,64,54,59,45,33,73,67,56,66,30,32,30,6,6,12,6,12,270390,/player/270390/marcus-vincius-oliveira-alencar/230002,23.0,2.0,2022-09-26,Marquinhos,Marcus Vinícius Oliveira Alencar,"RM, LM",73,86,7000000.0,30000.0,19,2003-04-07,174,77,1.0,Arsenal,13.0,Premier League,1.0,SUB,27.0,,2022-07-01,2026.0,54,Brazil,,,,Left,3,3,1,High/High,Lean (170-185),No,17700000.0,,"Finesse Shot, Flair, Speed Dribbler (AI)",81.0,62.0,66.0,75.0,33.0,54.0,71,64,50,69,55,75,67,45,55,77,82,80,77,67,78,61,48,64,54,59,45,33,73,67,56,66.0,30,32,30,6,6,12,6,12,,67+2,67+2,67+2,72,71,71,71,72,71+2,71+2,71+2,72+2,64+2,64+2,64+2,72+2,56+2,51+2,51+2,51+2,56+2,53+2,43+2,43+2,43+2,53+2,14+2
29,Marquinhos,69,79,74.0,Brazil,Ferencvárosi TC,Left,4,3,170,Medium,Medium,€3.1M,€500,256614,55,63,42,69,67,75,55,47,58,72,83,84,84,50,88,77,66,62,73,67,65,24,68,64,65,69,23,26,30,15,9,14,8,10,207865,/player/207865/marcos-aoas-correa/230002,23.0,2.0,2022-09-26,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,CB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86.0,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3
30,Marquinhos,69,79,74.0,Brazil,Ferencvárosi TC,Left,4,3,170,Medium,Medium,€3.1M,€500,256614,55,63,42,69,67,75,55,47,58,72,83,84,84,50,88,77,66,62,73,67,65,24,68,64,65,69,23,26,30,15,9,14,8,10,270390,/player/270390/marcus-vincius-oliveira-alencar/230002,23.0,2.0,2022-09-26,Marquinhos,Marcus Vinícius Oliveira Alencar,"RM, LM",73,86,7000000.0,30000.0,19,2003-04-07,174,77,1.0,Arsenal,13.0,Premier League,1.0,SUB,27.0,,2022-07-01,2026.0,54,Brazil,,,,Left,3,3,1,High/High,Lean (170-185),No,17700000.0,,"Finesse Shot, Flair, Speed Dribbler (AI)",81.0,62.0,66.0,75.0,33.0,54.0,71,64,50,69,55,75,67,45,55,77,82,80,77,67,78,61,48,64,54,59,45,33,73,67,56,66.0,30,32,30,6,6,12,6,12,,67+2,67+2,67+2,72,71,71,71,72,71+2,71+2,71+2,72+2,64+2,64+2,64+2,72+2,56+2,51+2,51+2,51+2,56+2,53+2,43+2,43+2,43+2,53+2,14+2
31,Marquinhos,67,70,68.5,Brazil,APOEL Nicosia FC,Right,3,2,174,Medium,Low,€1.3M,€500,270478,63,62,62,64,44,74,58,38,56,70,86,85,72,54,79,63,49,67,46,44,45,16,68,53,45,57,18,27,22,8,10,14,15,11,207865,/player/207865/marcos-aoas-correa/230002,23.0,2.0,2022-09-26,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,CB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86.0,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3
32,Marquinhos,67,70,68.5,Brazil,APOEL Nicosia FC,Right,3,2,174,Medium,Low,€1.3M,€500,270478,63,62,62,64,44,74,58,38,56,70,86,85,72,54,79,63,49,67,46,44,45,16,68,53,45,57,18,27,22,8,10,14,15,11,270390,/player/270390/marcus-vincius-oliveira-alencar/230002,23.0,2.0,2022-09-26,Marquinhos,Marcus Vinícius Oliveira Alencar,"RM, LM",73,86,7000000.0,30000.0,19,2003-04-07,174,77,1.0,Arsenal,13.0,Premier League,1.0,SUB,27.0,,2022-07-01,2026.0,54,Brazil,,,,Left,3,3,1,High/High,Lean (170-185),No,17700000.0,,"Finesse Shot, Flair, Speed Dribbler (AI)",81.0,62.0,66.0,75.0,33.0,54.0,71,64,50,69,55,75,67,45,55,77,82,80,77,67,78,61,48,64,54,59,45,33,73,67,56,66.0,30,32,30,6,6,12,6,12,,67+2,67+2,67+2,72,71,71,71,72,71+2,71+2,71+2,72+2,64+2,64+2,64+2,72+2,56+2,51+2,51+2,51+2,56+2,53+2,43+2,43+2,43+2,53+2,14+2
33,N. Kanté,89,89,89.0,France,Chelsea,Right,3,2,168,Medium,High,€72M,€220K,215914,68,65,54,82,56,78,49,49,76,81,77,68,78,93,92,71,75,95,72,65,93,91,72,77,54,84,90,93,86,15,12,10,7,10,215914,/player/215914/ngolo-kante/230002,23.0,2.0,2022-09-26,N. Kanté,N'Golo Kanté,"CDM, CM",89,89,72000000.0,220000.0,31,1991-03-29,168,70,5.0,Chelsea,13.0,Premier League,1.0,RCM,7.0,,2016-07-16,2023.0,18,France,1335.0,RDM,13.0,Right,3,2,4,Medium/High,Unique,Yes,133200000.0,"#Tackling, #Tactician ","Injury Prone, Leadership",72.0,66.0,74.0,81.0,87.0,82.0,68,65,54,82,56,78,49,49,76,81,77,68,78,93,92,71,75,95,72,65,93,91,72,77,54,84.0,90,93,86,15,12,10,7,10,,72+3,72+3,72+3,76,76,76,76,76,77+3,77+3,77+3,78+3,81+3,81+3,81+3,78+3,84+3,86+3,86+3,86+3,84+3,84+3,84+3,84+3,84+3,84+3,20+3
34,H. Kane,89,89,89.0,England,Tottenham Hotspur,Right,5,3,188,High,High,€105.5M,€240K,202126,80,93,85,84,87,83,82,65,85,84,67,69,68,92,71,92,79,83,83,86,80,44,94,87,92,92,50,36,38,8,10,11,14,11,202126,/player/202126/harry-kane/230002,23.0,2.0,2022-09-26,H. Kane,Harry Kane,ST,89,89,105500000.0,240000.0,28,1993-07-28,188,89,18.0,Tottenham Hotspur,13.0,Premier League,1.0,ST,10.0,,2010-07-28,2024.0,14,England,1318.0,ST,9.0,Right,5,3,4,High/High,Unique,Yes,200500000.0,"#Distance Shooter, #Clinical Finisher","Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",68.0,91.0,83.0,82.0,47.0,82.0,80,93,85,84,87,83,82,65,85,84,67,69,68,92,71,92,79,83,83,86,80,44,94,87,92,92.0,50,36,38,8,10,11,14,11,,87+2,87+2,87+2,84,86,86,86,84,85+3,85+3,85+3,83+3,81+3,81+3,81+3,83+3,66+3,68+3,68+3,68+3,66+3,63+3,61+3,61+3,61+3,63+3,20+3
35,H. Kane,66,74,70.0,England,Barnsley,Right,3,3,175,Medium,Medium,€1.8M,€3K,236247,59,56,56,70,47,62,59,65,67,67,69,68,77,66,75,63,71,72,68,59,72,62,58,67,55,60,58,60,62,11,12,6,14,9,202126,/player/202126/harry-kane/230002,23.0,2.0,2022-09-26,H. Kane,Harry Kane,ST,89,89,105500000.0,240000.0,28,1993-07-28,188,89,18.0,Tottenham Hotspur,13.0,Premier League,1.0,ST,10.0,,2010-07-28,2024.0,14,England,1318.0,ST,9.0,Right,5,3,4,High/High,Unique,Yes,200500000.0,"#Distance Shooter, #Clinical Finisher","Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",68.0,91.0,83.0,82.0,47.0,82.0,80,93,85,84,87,83,82,65,85,84,67,69,68,92,71,92,79,83,83,86,80,44,94,87,92,92.0,50,36,38,8,10,11,14,11,,87+2,87+2,87+2,84,86,86,86,84,85+3,85+3,85+3,83+3,81+3,81+3,81+3,83+3,66+3,68+3,68+3,68+3,66+3,63+3,61+3,61+3,61+3,63+3,20+3
36,T. Alexander-Arnold,87,90,88.5,England,Liverpool,Right,4,3,180,High,Medium,€100.5M,€150K,231281,92,62,69,87,63,78,87,85,91,86,76,76,73,83,73,82,66,89,66,75,71,83,78,90,55,82,79,83,80,14,15,14,6,7,231281,/player/231281/trent-alexander-arnold/230002,23.0,2.0,2022-09-26,T. Alexander-Arnold,Trent Alexander-Arnold,RB,87,90,100500000.0,150000.0,23,1998-10-07,180,69,9.0,Liverpool,13.0,Premier League,1.0,RB,66.0,,2015-10-07,2025.0,14,England,,,,Right,4,3,3,High/Medium,Unique,Yes,193500000.0,#Crosser,"Early Crosser, Long Passer (AI), Long Shot Taker (AI)",76.0,69.0,89.0,80.0,80.0,73.0,92,62,69,87,63,78,87,85,91,86,76,76,73,83,73,82,66,89,66,75,71,83,78,90,55,82.0,79,83,80,14,15,14,6,7,,75+3,75+3,75+3,80,79,79,79,80,82+3,82+3,82+3,83+3,85+3,85+3,85+3,83+3,84+3,84+3,84+3,84+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3
37,Pedri,85,92,88.5,Spain,FC Barcelona,Right,4,4,174,High,High,€104.5M,€115K,251854,68,68,50,87,56,87,79,62,85,88,82,76,88,85,90,66,65,88,73,67,62,72,77,88,53,87,68,73,63,12,7,11,8,8,251854,/player/251854/pedro-gonzalez-lopez/230002,23.0,2.0,2022-09-26,Pedri,Pedro González López,CM,85,93,116000000.0,115000.0,19,2002-11-25,174,61,241.0,FC Barcelona,53.0,La Liga,1.0,LCM,8.0,,2020-08-04,2026.0,45,Spain,1362.0,LCM,10.0,Right,4,4,2,High/High,Lean (170-185),Yes,261000000.0,"#Dribbler, #Playmaker, #Engine, #Acrobat, #Complete Midfielder","Solid Player, Flair, Technical Dribbler (AI)",79.0,67.0,81.0,87.0,68.0,73.0,68,68,50,87,56,87,79,62,85,88,82,76,88,85,90,66,65,88,70,67,62,72,77,88,53,87.0,68,73,63,12,7,11,8,8,,74+2,74+2,74+2,81,80,80,80,81,83+2,83+2,83+2,82+2,84+2,84+2,84+2,82+2,77+2,78+2,78+2,78+2,77+2,75+2,70+2,70+2,70+2,75+2,17+2
38,P. Foden,85,92,88.5,England,Manchester City,Left,3,4,171,High,High,€109.5M,€180K,237692,76,79,47,85,59,87,73,68,81,91,86,78,91,83,91,82,49,83,47,77,64,59,82,85,64,84,58,59,47,8,15,6,10,13,237692,/player/237692/phil-foden/230002,23.0,2.0,2022-09-26,P. Foden,Philip Foden,"LW, CF, CAM",85,92,109500000.0,180000.0,22,2000-05-28,171,69,10.0,Manchester City,13.0,Premier League,1.0,LW,47.0,,2016-07-01,2024.0,14,England,1318.0,RW,20.0,Left,3,4,3,High/High,Lean (170-185),Yes,224500000.0,"#Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",82.0,78.0,81.0,88.0,56.0,60.0,76,79,47,85,59,87,73,68,81,91,86,78,91,83,91,82,49,83,47,77,64,59,82,85,64,84.0,58,59,47,8,15,6,10,13,,77+3,77+3,77+3,84,83,83,83,84,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,72+3,71+3,71+3,71+3,72+3,69+3,59+3,59+3,59+3,69+3,19+3
39,M. Maignan,87,90,88.5,France,AC Milan,Right,4,1,191,Medium,Medium,€80M,€90K,215698,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,64,74,39,78,20,35,25,15,61,15,66,23,16,19,85,82,85,85,89,215698,/player/215698/mike-maignan/230002,23.0,2.0,2022-09-26,M. Maignan,Mike Maignan,GK,87,90,80000000.0,90000.0,26,1995-07-03,191,89,47.0,Milan,31.0,Serie A,1.0,GK,16.0,,2021-07-01,2026.0,18,France,1335.0,SUB,16.0,Right,4,1,2,Medium/Medium,Normal (185+),Yes,142000000.0,,"Leadership, GK Long Throw, Comes For Crosses",,,,,,,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,64,74,39,78,20,35,25,15,61,15,66.0,23,16,19,85,82,85,85,89,51.0,38+2,38+2,38+2,38,41,41,41,38,44+2,44+2,44+2,42+2,45+2,45+2,45+2,42+2,36+2,41+2,41+2,41+2,36+2,34+2,35+2,35+2,35+2,34+2,85+2
40,M. ter Stegen,88,89,88.5,Germany,FC Barcelona,Right,4,1,187,Medium,Medium,€68.5M,€210K,192448,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90,192448,/player/192448/marc-andre-ter-stegen/230002,23.0,2.0,2022-09-26,M. ter Stegen,Marc-André ter Stegen,GK,88,89,68500000.0,210000.0,30,1992-04-30,187,85,241.0,FC Barcelona,53.0,La Liga,1.0,GK,1.0,,2014-07-01,2025.0,21,Germany,1337.0,SUB,12.0,Right,4,1,4,Medium/Medium,Unique,Yes,145600000.0,,"Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70.0,25,13,10,86,85,87,85,90,47.0,35+3,35+3,35+3,35,38,38,38,35,42+3,42+3,42+3,39+3,45+3,45+3,45+3,39+3,33+3,41+3,41+3,41+3,33+3,31+3,33+3,33+3,33+3,31+3,86+3
41,Rodri,87,89,88.0,Spain,Manchester City,Right,4,3,191,Medium,High,€88.5M,€200K,231866,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85,84,86,78,10,10,7,14,8,231866,/player/231866/rodrigo-hernandez-cascante/230002,23.0,2.0,2022-09-26,Rodri,Rodrigo Hernández Cascante,CDM,87,89,88500000.0,200000.0,26,1996-06-22,191,82,10.0,Manchester City,13.0,Premier League,1.0,CDM,16.0,,2019-07-04,2027.0,45,Spain,1362.0,SUB,16.0,Right,4,3,3,Medium/High,Normal (185+),Yes,170400000.0,,Solid Player,58.0,72.0,78.0,79.0,83.0,84.0,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85.0,84,86,78,10,10,7,14,8,,76+3,76+3,76+3,74,77,77,77,74,79+3,79+3,79+3,76+3,83+3,83+3,83+3,76+3,79+3,84+3,84+3,84+3,79+3,79+3,82+3,82+3,82+3,79+3,18+3
42,Rodri,87,89,88.0,Spain,Manchester City,Right,4,3,191,Medium,High,€88.5M,€200K,231866,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85,84,86,78,10,10,7,14,8,259681,/player/259681/rodrigo-sanchez-rodriguez/230002,23.0,2.0,2022-09-26,Rodri,Rodrigo Sánchez Rodríguez,"RM, LM, CM",73,84,7000000.0,16000.0,22,2000-05-16,168,62,449.0,Real Betis,53.0,La Liga,1.0,SUB,28.0,,2019-07-01,2026.0,45,Spain,,,,Left,4,3,1,High/Medium,Normal (170-),No,16100000.0,,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",71.0,71.0,69.0,76.0,38.0,48.0,65,75,48,76,38,77,40,54,71,76,76,67,75,72,81,73,60,50,43,73,56,35,69,71,50,65.0,32,40,41,11,12,11,13,13,,69+2,69+2,69+2,73,73,73,73,73,74+2,74+2,74+2,72+2,68+2,68+2,68+2,72+2,57+2,55+2,55+2,55+2,57+2,54+2,47+2,47+2,47+2,54+2,19+2
43,Rodri,73,84,78.5,Spain,Real Betis Balompié,Left,4,3,168,High,Medium,€7M,€16K,259681,65,75,48,76,38,77,40,54,71,76,76,67,75,72,81,73,60,50,43,73,56,35,69,71,50,65,32,40,41,11,12,11,13,13,231866,/player/231866/rodrigo-hernandez-cascante/230002,23.0,2.0,2022-09-26,Rodri,Rodrigo Hernández Cascante,CDM,87,89,88500000.0,200000.0,26,1996-06-22,191,82,10.0,Manchester City,13.0,Premier League,1.0,CDM,16.0,,2019-07-04,2027.0,45,Spain,1362.0,SUB,16.0,Right,4,3,3,Medium/High,Normal (185+),Yes,170400000.0,,Solid Player,58.0,72.0,78.0,79.0,83.0,84.0,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85.0,84,86,78,10,10,7,14,8,,76+3,76+3,76+3,74,77,77,77,74,79+3,79+3,79+3,76+3,83+3,83+3,83+3,76+3,79+3,84+3,84+3,84+3,79+3,79+3,82+3,82+3,82+3,79+3,18+3
44,Rodri,73,84,78.5,Spain,Real Betis Balompié,Left,4,3,168,High,Medium,€7M,€16K,259681,65,75,48,76,38,77,40,54,71,76,76,67,75,72,81,73,60,50,43,73,56,35,69,71,50,65,32,40,41,11,12,11,13,13,259681,/player/259681/rodrigo-sanchez-rodriguez/230002,23.0,2.0,2022-09-26,Rodri,Rodrigo Sánchez Rodríguez,"RM, LM, CM",73,84,7000000.0,16000.0,22,2000-05-16,168,62,449.0,Real Betis,53.0,La Liga,1.0,SUB,28.0,,2019-07-01,2026.0,45,Spain,,,,Left,4,3,1,High/Medium,Normal (170-),No,16100000.0,,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",71.0,71.0,69.0,76.0,38.0,48.0,65,75,48,76,38,77,40,54,71,76,76,67,75,72,81,73,60,50,43,73,56,35,69,71,50,65.0,32,40,41,11,12,11,13,13,,69+2,69+2,69+2,73,73,73,73,73,74+2,74+2,74+2,72+2,68+2,68+2,68+2,72+2,57+2,55+2,55+2,55+2,57+2,54+2,47+2,47+2,47+2,54+2,19+2
45,L. Modrić,88,88,88.0,Croatia,Real Madrid CF,Right,4,4,172,Medium,Medium,€29M,€230K,177003,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,82,92,70,75,72,13,9,7,14,9,177003,/player/177003/luka-modric/230002,23.0,2.0,2022-09-26,L. Modrić,Luka Modrić,CM,88,88,29000000.0,230000.0,36,1985-09-09,172,66,243.0,Real Madrid,53.0,La Liga,1.0,RCM,10.0,,2012-08-01,2023.0,10,Croatia,1328.0,RCM,10.0,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,59500000.0,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",73.0,76.0,89.0,88.0,72.0,66.0,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,82,92.0,70,75,72,13,9,7,14,9,,76+3,76+3,76+3,83,82,82,82,83,86+2,86+2,86+2,84+3,87+1,87+1,87+1,84+3,81+3,81+3,81+3,81+3,81+3,79+3,72+3,72+3,72+3,79+3,19+3
