Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected.1,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,90s,Att,Pos,Squad,Player,Pass/90,Shot_Accuracy,Pass_Accuracy
85,Carlos Álvarez,es ESP,MF,Sevilla,es La Liga,18,2003,0.1,4,4,100.0,47,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,4.0,MF,Sevilla,Carlos Álvarez,40.0,,100.0
86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,16.7,350,579,60.4,5840,3078,176,209,84.2,136,228,59.6,30,103,29.1,0,0.2,0.4,-0.2,4,27,4,3,38,Matches,16.7,579.0,DF,Getafe,Gastón Álvarez,34.67065868263473,43.5,60.4
87,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,22,2000,16.3,395,503,78.5,5472,885,232,270,85.9,103,135,76.3,28,43,65.1,0,1.8,1.6,-1.8,18,22,13,2,37,Matches,16.3,503.0,"FW,MF",Manchester City,Julián Álvarez,30.85889570552148,,78.5
88,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,it Serie A,21,2001,4.1,68,84,81.0,942,179,43,52,82.7,13,17,76.5,6,8,75.0,1,0.4,0.3,+0.6,2,4,2,0,6,Matches,4.1,84.0,"FW,MF",Sassuolo,Agustín Álvarez Martínez,20.48780487804878,,81.0
89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,25.9,1123,1392,80.7,23716,9040,357,404,88.4,596,671,88.8,163,287,56.8,1,1.1,0.8,-0.1,14,137,11,4,152,Matches,25.9,1392.0,DF,Athletic Club,Yeray Álvarez,53.74517374517375,,80.7
90,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,29,1993,4.7,161,190,84.7,3021,1234,51,56,91.1,93,99,93.9,13,25,52.0,0,0.1,0.0,-0.1,1,4,0,0,5,Matches,4.7,190.0,"DF,MF",Angers,Ibrahim Amadou,40.42553191489362,,84.7
91,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,25,1996,3.0,63,83,75.9,1030,268,30,38,78.9,23,30,76.7,6,8,75.0,1,0.3,0.2,+0.7,3,7,2,0,10,Matches,3.0,83.0,"MF,FW",Valladolid,Selim Amallah,27.666666666666668,,75.9
92,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,17.9,1015,1114,91.1,17506,6591,442,473,93.4,498,526,94.7,62,91,68.1,0,0.5,0.4,-0.5,5,58,1,0,66,Matches,17.9,1114.0,DF,Leicester City,Daniel Amartey,62.23463687150839,,91.1
93,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,13.6,215,299,71.9,2692,708,147,174,84.5,41,64,64.1,9,19,47.4,0,0.8,0.6,-0.8,2,13,5,3,16,Matches,13.6,299.0,"MF,FW",Mallorca,Amath,21.98529411764705,,71.9
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,51,96,53.1,779,372,28,39,71.8,18,36,50.0,3,11,27.3,0,0.0,0.0,0.0,0,2,0,0,5,Matches,2.2,96.0,DF,Getafe,Jordan Amavi,43.63636363636363,,53.1
95,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,0.2,3,3,100.0,43,4,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.2,3.0,MF,Wolfsburg,Lukáš Ambros,15.0,,100.0
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,830,1110,74.8,13341,5833,414,481,86.1,324,419,77.3,59,131,45.0,1,2.3,2.2,-1.3,18,80,19,10,102,Matches,26.4,1110.0,DF,Spezia,Kelvin Amian,42.04545454545455,,74.8
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,20,2002,0.6,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.6,16.0,DF,Hellas Verona,Bruno Amione,26.666666666666668,,68.8
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,20,2002,23.2,821,1032,79.6,14337,5874,337,386,87.3,413,479,86.2,59,117,50.4,1,0.6,0.8,+0.4,3,38,3,1,54,Matches,23.2,1032.0,DF,Sampdoria,Bruno Amione,44.48275862068966,,79.6
99,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,10.9,423,507,83.4,6968,1759,212,233,91.0,149,168,88.7,45,68,66.2,1,1.1,1.8,-0.1,15,38,9,1,55,Matches,10.9,507.0,"MF,FW",Leverkusen,Nadiem Amiri,46.51376146788991,,83.4
100,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,0.0,5,6,83.3,74,11,0,1,0.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,1,Matches,0.0,6.0,MF,Southampton,Samuel Amo-Ameyaw,inf,,83.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
101,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,29.3,1254,1548,81.0,23855,9527,474,538,88.1,631,707,89.3,134,253,53.0,1,1.1,0.9,-0.1,13,106,14,4,125,Matches,29.3,1548.0,"DF,MF",Spezia,Ethan Ampadu,52.83276450511945,,81.0
102,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,22.2,1323,1490,88.8,26717,7147,450,504,89.3,636,677,93.9,217,258,84.1,1,1.1,1.6,-0.1,12,158,23,10,176,Matches,22.2,1490.0,MF,Fiorentina,Sofyan Amrabat,67.11711711711712,,88.8
103,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,3.3,155,185,83.8,2237,638,83,86,96.5,56,67,83.6,6,15,40.0,0,0.1,0.1,-0.1,2,10,2,2,13,Matches,3.3,185.0,"DF,FW",Nice,Ayoub Amraoui,56.06060606060606,,83.8
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,1561,1972,79.2,36474,13911,346,391,88.5,927,1007,92.1,281,534,52.6,0,1.3,1.0,-1.3,12,153,8,1,105,Matches,30.9,1972.0,DF,Crystal Palace,Joachim Andersen,63.81877022653722,,79.2
105,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,19,2002,4.6,150,198,75.8,2043,599,90,104,86.5,44,56,78.6,5,10,50.0,1,1.3,1.5,-0.3,9,15,4,0,24,Matches,4.6,198.0,"MF,FW",Newcastle Utd,Elliot Anderson,43.04347826086957,56.1,75.8
106,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,32.9,1093,1410,77.5,15203,3384,665,780,85.3,331,416,79.6,49,86,57.0,2,4.8,4.2,-2.8,47,61,47,6,114,Matches,32.9,1410.0,FW,Lazio,Felipe Anderson,42.85714285714286,,77.5
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,32.4,1942,2324,83.6,35130,11527,818,937,87.3,809,916,88.3,238,335,71.0,1,1.8,2.3,-0.8,21,297,24,0,309,Matches,32.4,2324.0,MF,Lille,Benjamin André,71.72839506172839,,83.6
108,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,25,1996,5.0,43,64,67.2,631,160,21,32,65.6,18,23,78.3,1,4,25.0,0,0.4,0.2,-0.4,4,4,1,0,7,Matches,5.0,64.0,"FW,MF",Valencia,Marcos André,12.8,,67.2
109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,16.1,320,428,74.8,4806,688,174,229,76.0,98,124,79.0,24,28,85.7,3,0.9,0.8,+2.1,15,22,6,0,27,Matches,16.1,428.0,FW,Clermont Foot,Komnen Andrić,26.583850931677016,,74.8
110,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,26.7,1218,1455,83.7,19896,5759,594,675,88.0,496,581,85.4,82,123,66.7,2,1.2,0.9,+0.8,18,77,11,2,99,Matches,26.7,1455.0,MF,Leverkusen,Robert Andrich,54.49438202247191,,83.7
111,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,1012,1544,65.5,19297,7991,424,501,84.6,433,616,70.3,143,339,42.2,8,7.2,7.7,+0.8,50,82,52,29,108,Matches,29.1,1544.0,DF,Hoffenheim,Angeliño,53.05841924398625,,65.5
112,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,153,260,58.8,2800,936,67,87,77.0,65,109,59.6,17,42,40.5,0,0.0,0.1,0.0,0,13,1,0,16,Matches,6.5,260.0,DF,Getafe,Fabrizio Angileri,40.0,,58.8
113,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,14.0,387,526,73.6,5818,1610,225,257,87.5,110,150,73.3,31,63,49.2,1,1.0,1.1,0.0,12,24,19,7,49,Matches,14.0,526.0,"MF,FW",Bournemouth,Jaidon Anthony,37.57142857142857,,73.6
114,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,0.6,13,18,72.2,159,43,8,11,72.7,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0.6,18.0,FW,Sassuolo,Janis Antiste,30.0,,72.2
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,1629,2059,79.1,32013,12155,539,629,85.7,913,1044,87.5,167,324,51.5,2,1.4,1.4,+0.6,10,112,16,4,135,Matches,32.6,2059.0,DF,Stuttgart,Waldemar Anton,63.15950920245398,,79.1
116,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,1.1,6,7,85.7,96,34,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,1.1,7.0,"DF,MF",Mallorca,Josep Antoni Gayá,6.363636363636363,,85.7
117,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,0.5,8,10,80.0,98,50,6,6,100.0,2,2,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,2,1,0,3,Matches,0.5,10.0,"MF,DF",Cádiz,José Antonio,20.0,,80.0
118,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,6.6,380,420,90.5,5541,1381,225,236,95.3,118,130,90.8,22,30,73.3,1,0.3,0.3,+0.7,3,40,2,0,25,Matches,6.6,420.0,MF,Lazio,Marcos Antônio,63.63636363636364,33.3,90.5
119,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,20.3,186,348,53.4,2663,501,114,168,67.9,55,108,50.9,12,31,38.7,3,1.3,0.8,+1.7,15,12,8,2,27,Matches,20.3,348.0,FW,West Ham,Michail Antonio,17.142857142857142,33.3,53.4
120,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,20.0,651,819,79.5,8497,1915,439,495,88.7,146,197,74.1,31,51,60.8,2,2.9,2.4,-0.9,28,29,33,2,74,Matches,20.0,819.0,FW,Manchester Utd,Antony,40.95,,79.5
121,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,201,229,87.8,3529,1518,85,93,91.4,90,98,91.8,19,30,63.3,0,0.0,0.1,0.0,1,12,2,0,14,Matches,3.4,229.0,DF,Monza,Valentin Antov,67.3529411764706,,87.8
122,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,22.0,432,712,60.7,6857,2576,234,287,81.5,145,243,59.7,37,116,31.9,6,3.8,3.8,+2.2,33,17,30,15,36,Matches,22.0,712.0,"FW,MF",Bochum,Christopher Antwi-Adjei,32.36363636363637,,60.7
123,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,2.3,30,40,75.0,363,114,18,23,78.3,9,10,90.0,0,0,,0,0.5,0.0,-0.5,4,3,0,0,3,Matches,2.3,40.0,"MF,FW",Valladolid,Anuar,17.39130434782609,,75.0
124,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,5.8,299,370,80.8,4682,1089,160,179,89.4,101,127,79.5,24,36,66.7,1,1.1,0.8,-0.1,6,37,4,0,37,Matches,5.8,370.0,MF,Lyon,Houssem Aouar,63.793103448275865,,80.8
125,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,2.8,115,154,74.7,1969,665,56,62,90.3,41,51,80.4,12,30,40.0,0,0.1,0.1,-0.1,1,15,3,0,23,Matches,2.8,154.0,MF,Lorient,Adil Aouchiche,55.0,,74.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
126,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,8.8,339,468,72.4,5590,2196,152,191,79.6,154,204,75.5,22,53,41.5,0,0.2,0.3,-0.2,4,30,7,4,39,Matches,8.8,468.0,"DF,MF",Nantes,Dennis Appiah,53.18181818181818,,72.4
127,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,0.7,19,27,70.4,262,52,11,12,91.7,5,7,71.4,1,3,33.3,0,0.2,0.1,-0.2,3,0,1,0,3,Matches,0.7,27.0,"DF,MF",Nantes,Stredair Appuah,38.57142857142858,,70.4
128,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,11.0,326,421,77.4,6549,2050,112,128,87.5,150,177,84.7,58,99,58.6,1,1.5,1.6,-0.5,15,32,4,2,33,Matches,11.0,421.0,MF,Getafe,Mauro Arambarri,38.27272727272727,,77.4
129,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,5.5,248,311,79.7,3706,1211,136,154,88.3,84,96,87.5,15,39,38.5,0,0.2,0.2,-0.2,3,21,3,0,32,Matches,5.5,311.0,MF,Leverkusen,Charles Aránguiz,56.54545454545455,,79.7
130,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,1139,1287,88.5,21762,7324,406,433,93.8,609,652,93.4,110,174,63.2,2,0.8,0.7,+1.2,6,95,3,1,79,Matches,20.0,1287.0,DF,Barcelona,Ronald Araújo,64.35,,88.5
131,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,0.5,8,12,66.7,108,44,5,5,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches,0.5,12.0,"FW,MF",Aston Villa,Cameron Archer,24.0,,66.7
132,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,1.4,10,17,58.8,129,32,6,9,66.7,3,5,60.0,0,1,0.0,0,0.1,0.0,-0.1,2,0,0,0,1,Matches,1.4,17.0,FW,Brest,Taïryk Arconte,12.142857142857144,,58.8
133,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,3.4,67,92,72.8,1737,1323,25,25,100.0,22,22,100.0,19,43,44.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3.4,92.0,GK,West Ham,Alphonse Areola,27.058823529411764,,72.8
134,Adu Ares,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,0.9,42,51,82.4,744,137,23,27,85.2,10,12,83.3,7,8,87.5,0,0.2,0.2,-0.2,3,4,3,3,4,Matches,0.9,51.0,"FW,MF",Athletic Club,Adu Ares,56.66666666666666,,82.4
135,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,13.6,280,385,72.7,3591,907,187,240,77.9,66,87,75.9,9,12,75.0,0,0.8,0.5,-0.8,9,20,9,0,39,Matches,13.6,385.0,"MF,FW",Southampton,Joe Aribo,28.308823529411764,,72.7
136,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,14.8,220,302,72.8,3235,585,120,146,82.2,71,89,79.8,13,23,56.5,1,1.3,0.8,-0.3,11,13,10,2,16,Matches,14.8,302.0,"FW,MF",Southampton,Adam Armstrong,20.405405405405403,,72.8
137,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,15.6,531,676,78.6,8041,2224,296,341,86.8,189,226,83.6,29,55,52.7,1,2.2,2.8,-1.2,18,47,32,7,75,Matches,15.6,676.0,"MF,FW",Southampton,Stuart Armstrong,43.333333333333336,,78.6
138,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,17.0,328,467,70.2,4736,799,180,234,76.9,106,138,76.8,17,32,53.1,0,1.9,1.4,-1.9,22,17,14,1,36,Matches,17.0,467.0,FW,Bologna,Marko Arnautović,27.47058823529412,,70.2
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,30.7,1269,1642,77.3,28055,8726,360,405,88.9,645,741,87.0,247,448,55.1,3,4.9,4.9,-1.9,43,115,19,2,150,Matches,30.7,1642.0,MF,Wolfsburg,Maximilian Arnold,53.48534201954398,,77.3
140,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,0.0,1,2,50.0,17,9,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.0,2.0,MF,Lyon,Mohamed El Arouch,inf,,50.0
141,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,0.2,9,11,81.8,131,35,6,6,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,Matches,0.2,11.0,"MF,FW",Real Madrid,Sergio Arribas,55.0,,81.8
142,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,28.5,871,1046,83.3,19299,11448,287,289,99.3,390,395,98.7,190,357,53.2,0,0.0,0.0,0.0,0,6,0,0,0,Matches,28.5,1046.0,GK,Chelsea,Kepa Arrizabalaga,36.70175438596491,,83.3
143,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,0.2,0,5,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.2,5.0,MF,Valladolid,Roberto Arroyo,25.0,,0.0
144,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,13.5,485,605,80.2,8750,2629,228,261,87.4,169,200,84.5,71,101,70.3,0,1.6,1.6,-1.6,15,51,19,4,77,Matches,13.5,605.0,MF,Udinese,Tolgay Arslan,44.81481481481482,,80.2
145,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,1.5,37,47,78.7,431,85,28,32,87.5,5,6,83.3,1,2,50.0,0,0.0,0.1,0.0,0,2,0,0,3,Matches,1.5,47.0,"MF,FW",Girona,Ricard Artero,31.33333333333333,,78.7
146,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,5.4,150,226,66.4,2442,1025,80,94,85.1,54,73,74.0,11,36,30.6,0,0.5,0.2,-0.5,6,14,3,0,17,Matches,5.4,226.0,"DF,MF",Cádiz,Santiago Arzamendia,41.85185185185185,34.0,66.4
147,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,19.0,237,342,69.3,3302,967,147,183,80.3,72,98,73.5,8,23,34.8,3,2.1,2.1,+0.9,22,18,18,7,34,Matches,19.0,342.0,"FW,MF",Bochum,Takuma Asano,18.0,,69.3
148,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,8.1,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,0.5,-0.4,8,50,7,2,41,Matches,8.1,435.0,MF,Cremonese,Santiago Ascacíbar,53.70370370370371,,82.3
149,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33,1989,10.0,233,353,66.0,7218,5138,33,33,100.0,107,112,95.5,91,203,44.8,0,0.0,0.0,0.0,0,4,0,0,0,Matches,10.0,353.0,GK,Valladolid,Sergio Asenjo,35.3,41.4,66.0
150,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,16.0,650,802,81.0,9900,2248,378,415,91.1,187,222,84.2,56,102,54.9,6,4.9,4.2,+1.1,41,60,26,6,70,Matches,16.0,802.0,"FW,MF",Real Madrid,Marco Asensio,50.125,,81.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
151,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,8.1,165,269,61.3,2965,1017,80,117,68.4,52,80,65.0,24,48,50.0,0,0.3,0.4,-0.3,7,20,2,0,24,Matches,8.1,269.0,MF,Lecce,Kristoffer Askildsen,33.20987654320988,,61.3
152,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,19,2002,1.9,37,63,58.7,384,62,28,43,65.1,5,7,71.4,0,0,,0,0.2,0.1,-0.2,3,1,0,0,1,Matches,1.9,63.0,FW,Hoffenheim,Fisnik Asllani,33.15789473684211,,58.7
153,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20,2002,6.6,402,457,88.0,7554,2029,188,192,97.9,148,161,91.9,61,93,65.6,0,0.9,1.0,-0.9,11,27,6,1,29,Matches,6.6,457.0,MF,Inter,Kristjan Asllani,69.24242424242425,38.7,88.0
154,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,31.9,936,1227,76.3,14650,3382,517,625,82.7,275,353,77.9,91,131,69.5,3,5.6,5.4,-2.6,83,90,47,2,162,Matches,31.9,1227.0,FW,Celta Vigo,Iago Aspas,38.46394984326019,,76.3
155,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,2.9,127,155,81.9,2129,587,60,72,83.3,60,70,85.7,6,11,54.5,1,0.3,0.3,+0.7,1,8,0,0,11,Matches,2.9,155.0,DF,Rennes,Lorenz Assignon,53.44827586206897,,81.9
156,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,8.7,408,509,80.2,6228,1790,232,262,88.5,131,157,83.4,33,64,51.6,0,1.3,1.7,-1.3,11,28,16,7,39,Matches,8.7,509.0,"DF,MF",Nice,Youcef Atal,58.50574712643679,,80.2
157,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,1.9,41,48,85.4,650,180,20,23,87.0,18,18,100.0,1,4,25.0,0,0.2,0.2,-0.2,3,4,1,1,5,Matches,1.9,48.0,MF,Reims,Valentin Atangana Edoa,25.26315789473684,,85.4
158,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33,1989,6.2,82,111,73.9,1053,203,56,70,80.0,22,26,84.6,2,4,50.0,0,0.4,0.2,-0.4,4,2,2,1,3,Matches,6.2,111.0,FW,Chelsea,Pierre-Emerick Aubameyang,17.903225806451612,,73.9
159,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33,1989,0.1,3,3,100.0,59,26,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,3.0,FW,Barcelona,Pierre-Emerick Aubameyang,30.0,,100.0
160,Emil Audero,it ITA,GK,Sampdoria,it Serie A,25,1997,25.0,617,919,67.1,19319,14234,91,91,100.0,246,248,99.2,279,572,48.8,0,0.0,0.1,0.0,0,16,0,0,0,Matches,25.0,919.0,GK,Sampdoria,Emil Audero,36.76,,67.1
161,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,34.0,1283,1774,72.3,21887,9530,613,701,87.4,531,716,74.2,114,236,48.3,5,3.9,3.8,+1.1,43,84,45,28,119,Matches,34.0,1774.0,DF,Sampdoria,Tommaso Augello,52.1764705882353,,72.3
162,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,0.9,26,43,60.5,421,176,13,16,81.3,10,16,62.5,2,8,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.9,43.0,DF,Aston Villa,Ludwig Augustinsson,47.77777777777778,,60.5
163,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28,1994,1.5,49,70,70.0,727,274,32,35,91.4,13,23,56.5,2,10,20.0,0,0.0,0.1,0.0,1,1,2,2,5,Matches,1.5,70.0,DF,Mallorca,Ludwig Augustinsson,46.66666666666666,38.1,70.0
164,Carlos Augusto,br BRA,DF,Monza,it Serie A,23,1999,34.3,1430,1719,83.2,22788,6775,743,811,91.6,566,665,85.1,82,133,61.7,5,3.7,3.4,+1.3,26,75,27,7,101,Matches,34.3,1719.0,DF,Monza,Carlos Augusto,50.11661807580175,,83.2
165,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,21.6,667,943,70.7,10182,4393,373,454,82.2,236,333,70.9,41,94,43.6,0,1.0,0.9,-1.0,10,44,13,6,71,Matches,21.6,943.0,DF,Nott'ham Forest,Serge Aurier,43.657407407407405,,70.7
166,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,14.3,451,597,75.5,9287,2835,172,204,84.3,175,219,79.9,92,140,65.7,2,2.0,2.0,0.0,27,61,16,4,77,Matches,14.3,597.0,"MF,FW",Auxerre,Mathias Autret,41.74825174825175,32.8,75.5
167,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,19.0,287,526,54.6,5983,1501,131,185,70.8,87,151,57.6,62,139,44.6,2,1.8,2.1,+0.2,18,24,25,14,39,Matches,19.0,526.0,"FW,MF",Osasuna,Ezequiel Ávila,27.68421052631579,,54.6
168,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,19.9,607,714,85.0,12003,4107,174,194,89.7,346,388,89.2,71,108,65.7,0,0.0,0.1,0.0,0,13,0,0,31,Matches,19.9,714.0,DF,Ajaccio,Cédric Avinel,35.879396984924625,,85.0
169,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,15.6,143,223,64.1,1675,300,96,133,72.2,34,52,65.4,2,8,25.0,1,1.1,0.3,-0.1,10,6,2,0,12,Matches,15.6,223.0,FW,Nott'ham Forest,Taiwo Awoniyi,14.294871794871796,,64.1
170,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,18,2003,0.7,20,23,87.0,386,133,10,12,83.3,6,6,100.0,4,4,100.0,0,0.1,0.3,-0.1,2,4,1,0,2,Matches,0.7,23.0,MF,Brighton,Yasin Ayari,32.85714285714286,,87.0
171,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,20,2002,6.3,178,280,63.6,3104,1260,88,112,78.6,72,105,68.6,15,35,42.9,0,0.8,0.3,-0.8,4,13,5,3,15,Matches,6.3,280.0,"DF,FW",Schalke 04,Mehmet Aydin,44.44444444444444,,63.6
