Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,Unnamed: 31_level_0,90s,Att,Pos,Squad,Player,Dribble/90,Shot_Accuracy,Dribble_Accuracy
93,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,13.6,464,12,70,171,229,40,464,34,14,41.2,15,44.1,261,1666,840,33,23,12,41,22,283,69,Matches,13.6,34.0,"MF,FW",Mallorca,Amath,2.5,,41.2
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,119,8,33,65,23,1,119,1,0,0.0,1,100.0,42,255,121,4,5,1,2,0,44,5,Matches,2.2,1.0,DF,Getafe,Jordan Amavi,0.4545454545454545,,0.0
95,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,0.2,9,1,3,5,1,0,9,1,0,0.0,1,100.0,4,28,7,0,0,0,0,0,4,0,Matches,0.2,1.0,MF,Wolfsburg,Lukáš Ambros,5.0,,0.0
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,1395,110,506,512,383,47,1395,30,16,53.3,11,36.7,623,3822,2090,53,31,3,25,18,720,72,Matches,26.4,30.0,DF,Spezia,Kelvin Amian,1.1363636363636365,,53.3
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,20,2002,0.6,20,9,17,4,0,0,20,0,0,,0,,7,22,8,0,0,0,0,0,4,0,Matches,0.6,0.0,DF,Hellas Verona,Bruno Amione,0.0,,
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,20,2002,23.2,1263,139,715,479,83,24,1263,10,2,20.0,6,60.0,663,2805,1165,11,16,0,20,1,691,9,Matches,23.2,10.0,DF,Sampdoria,Bruno Amione,0.4310344827586207,,20.0
99,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,10.9,624,16,119,339,174,15,623,38,18,47.4,14,36.8,352,2134,1069,30,26,7,14,10,430,30,Matches,10.9,38.0,"MF,FW",Leverkusen,Nadiem Amiri,3.486238532110092,,47.4
100,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,0.0,8,0,1,5,3,0,8,4,3,75.0,1,25.0,4,70,64,2,0,0,0,0,5,0,Matches,0.0,4.0,MF,Southampton,Samuel Amo-Ameyaw,inf,,75.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
101,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,29.3,1889,229,930,841,140,19,1889,12,9,75.0,1,8.3,1007,5907,3014,28,21,0,18,7,1090,10,Matches,29.3,12.0,"DF,MF",Spezia,Ethan Ampadu,0.409556313993174,,75.0
102,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,22.2,1641,45,298,1106,256,6,1641,17,12,70.6,4,23.5,1054,6108,2876,36,28,1,20,16,1196,24,Matches,22.2,17.0,MF,Fiorentina,Sofyan Amrabat,0.7657657657657658,,70.6
103,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,3.3,210,10,69,93,50,1,210,4,2,50.0,1,25.0,165,761,396,6,5,0,3,1,156,18,Matches,3.3,4.0,"DF,FW",Nice,Ayoub Amraoui,1.2121212121212122,,50.0
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,2303,355,1232,996,89,39,2303,9,5,55.6,4,44.4,1318,6889,3787,16,8,2,8,3,1498,7,Matches,30.9,9.0,DF,Crystal Palace,Joachim Andersen,0.2912621359223301,,55.6
105,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,19,2002,4.6,286,7,44,99,151,39,286,29,10,34.5,13,44.8,160,970,522,23,15,12,9,10,182,35,Matches,4.6,29.0,"MF,FW",Newcastle Utd,Elliot Anderson,6.304347826086957,56.1,34.5
106,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,32.9,1832,32,236,830,790,129,1832,105,54,51.4,42,40.0,967,5271,2369,83,62,31,85,44,1367,224,Matches,32.9,105.0,FW,Lazio,Felipe Anderson,3.191489361702128,,51.4
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,32.4,2743,120,626,1774,363,35,2743,36,19,52.8,14,38.9,2057,10561,4605,41,47,0,38,34,1892,46,Matches,32.4,36.0,MF,Lille,Benjamin André,1.1111111111111112,,52.8
108,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,25,1996,5.0,125,1,8,50,69,23,125,17,9,52.9,4,23.5,78,353,124,2,3,0,21,5,94,20,Matches,5.0,17.0,"FW,MF",Valencia,Marcos André,3.4,,52.9
109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,16.1,597,14,44,346,210,52,595,15,6,40.0,7,46.7,431,2150,477,8,13,4,47,31,480,88,Matches,16.1,15.0,FW,Clermont Foot,Komnen Andrić,0.9316770186335402,,40.0
110,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,26.7,1724,113,540,1021,171,19,1724,7,5,71.4,1,14.3,743,3500,1660,12,18,1,20,4,1073,8,Matches,26.7,7.0,MF,Leverkusen,Robert Andrich,0.2621722846441948,,71.4
111,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,1798,78,506,771,533,32,1798,28,13,46.4,11,39.3,818,3134,1459,24,26,4,27,15,966,120,Matches,29.1,28.0,DF,Hoffenheim,Angeliño,0.9621993127147764,,46.4
112,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,324,17,88,157,80,3,324,11,4,36.4,6,54.5,123,554,220,4,7,0,4,4,145,14,Matches,6.5,11.0,DF,Getafe,Fabrizio Angileri,1.6923076923076923,,36.4
113,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,14.0,717,23,150,271,304,33,717,47,15,31.9,30,63.8,423,2449,1032,31,25,13,25,27,464,72,Matches,14.0,47.0,"MF,FW",Bournemouth,Jaidon Anthony,3.357142857142857,,31.9
114,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,0.6,23,0,7,9,7,1,23,1,0,0.0,1,100.0,14,49,9,0,0,0,1,0,16,2,Matches,0.6,1.0,FW,Sassuolo,Janis Antiste,1.6666666666666667,,0.0
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,2435,244,1128,1083,249,36,2435,38,19,50.0,18,47.4,1383,8281,4557,56,34,4,24,17,1531,52,Matches,32.6,38.0,DF,Stuttgart,Waldemar Anton,1.165644171779141,,50.0
116,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,1.1,19,10,15,3,1,0,19,0,0,,0,,6,32,2,0,0,0,1,1,4,0,Matches,1.1,0.0,"DF,MF",Mallorca,Josep Antoni Gayá,0.0,,
117,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,0.5,15,0,2,4,9,0,15,4,1,25.0,1,25.0,13,45,36,2,2,0,2,1,11,2,Matches,0.5,4.0,"MF,DF",Cádiz,José Antonio,8.0,,25.0
118,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,6.6,493,29,117,331,49,1,493,5,4,80.0,0,0.0,296,1197,339,1,9,1,6,4,370,8,Matches,6.6,5.0,MF,Lazio,Marcos Antônio,0.7575757575757576,33.3,80.0
119,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,20.3,596,15,39,262,308,80,596,66,27,40.9,29,43.9,375,2585,1237,49,26,18,76,45,476,120,Matches,20.3,66.0,FW,West Ham,Michail Antonio,3.251231527093596,33.3,40.9
120,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,20.0,1066,12,134,348,609,85,1066,77,30,39.0,38,49.4,763,4783,2569,95,60,32,37,12,813,168,Matches,20.0,77.0,FW,Manchester Utd,Antony,3.85,,39.0
121,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,267,34,127,121,19,0,267,1,1,100.0,0,0.0,138,600,313,2,2,0,3,2,174,3,Matches,3.4,1.0,DF,Monza,Valentin Antov,0.2941176470588235,,100.0
122,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,22.0,996,7,102,304,605,63,996,80,31,38.8,39,48.8,525,3766,1485,67,49,20,89,32,560,231,Matches,22.0,80.0,"FW,MF",Bochum,Christopher Antwi-Adjei,3.636363636363636,,38.8
123,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,2.3,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4,Matches,2.3,4.0,"MF,FW",Valladolid,Anuar,1.7391304347826089,,50.0
124,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,5.8,461,6,51,279,134,28,461,23,10,43.5,11,47.8,365,1848,739,12,19,4,8,13,349,36,Matches,5.8,23.0,MF,Lyon,Houssem Aouar,3.965517241379312,,43.5
125,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,2.8,192,7,30,104,61,8,192,7,2,28.6,3,42.9,149,996,559,16,10,1,6,8,137,20,Matches,2.8,7.0,MF,Lorient,Adil Aouchiche,2.5,,28.6
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
126,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,8.8,554,37,158,292,113,4,554,18,6,33.3,10,55.6,372,2193,1173,15,13,0,12,10,339,51,Matches,8.8,18.0,"DF,MF",Nantes,Dennis Appiah,2.0454545454545454,,33.3
127,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,0.7,43,0,4,21,20,2,43,5,4,80.0,1,20.0,27,361,197,7,6,2,4,2,26,10,Matches,0.7,5.0,"DF,MF",Nantes,Stredair Appuah,7.142857142857143,,80.0
128,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,11.0,514,30,118,304,102,3,514,4,4,100.0,0,0.0,234,1162,503,8,10,0,13,4,248,7,Matches,11.0,4.0,MF,Getafe,Mauro Arambarri,0.3636363636363636,,100.0
129,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,5.5,368,9,84,225,61,8,368,7,4,57.1,1,14.3,172,681,278,3,3,0,8,2,244,7,Matches,5.5,7.0,MF,Leverkusen,Charles Aránguiz,1.2727272727272727,,57.1
130,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,1437,109,487,882,77,29,1437,14,10,71.4,3,21.4,957,5938,3727,29,13,1,9,6,1022,11,Matches,20.0,14.0,DF,Barcelona,Ronald Araújo,0.7,,71.4
131,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,0.5,15,0,1,8,7,3,15,1,1,100.0,0,0.0,15,114,72,3,1,1,2,3,13,3,Matches,0.5,1.0,"FW,MF",Aston Villa,Cameron Archer,2.0,,100.0
132,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,1.4,35,1,4,10,22,5,35,5,3,60.0,2,40.0,22,171,32,1,1,2,4,2,23,8,Matches,1.4,5.0,FW,Brest,Taïryk Arconte,3.571428571428572,,60.0
133,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,3.4,98,91,98,0,0,0,98,0,0,,0,,53,253,153,0,0,0,0,0,42,0,Matches,3.4,0.0,GK,West Ham,Alphonse Areola,0.0,,
134,Adu Ares,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,0.9,69,2,5,18,46,3,69,9,5,55.6,2,22.2,51,410,246,8,4,1,1,3,49,19,Matches,0.9,9.0,"FW,MF",Athletic Club,Adu Ares,10.0,,55.6
135,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,13.6,566,14,87,269,222,46,566,39,17,43.6,21,53.8,294,1294,615,19,10,7,35,22,354,64,Matches,13.6,39.0,"MF,FW",Southampton,Joe Aribo,2.867647058823529,,43.6
136,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,14.8,458,11,71,176,222,46,458,43,13,30.2,25,58.1,255,2338,996,39,29,11,24,22,273,70,Matches,14.8,43.0,"FW,MF",Southampton,Adam Armstrong,2.9054054054054053,,30.2
137,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,15.6,864,21,133,403,341,37,864,52,22,42.3,21,40.4,539,3859,1910,61,45,10,28,28,596,88,Matches,15.6,52.0,"MF,FW",Southampton,Stuart Armstrong,3.333333333333333,,42.3
138,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,17.0,618,14,44,325,255,57,615,27,13,48.1,11,40.7,361,1616,524,13,12,6,42,19,496,116,Matches,17.0,27.0,FW,Bologna,Marko Arnautović,1.588235294117647,,48.1
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,30.7,1927,113,470,1108,364,11,1922,17,8,47.1,5,29.4,974,4616,2330,29,25,1,18,22,1064,19,Matches,30.7,17.0,MF,Wolfsburg,Maximilian Arnold,0.5537459283387622,,47.1
140,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,0.0,4,0,3,1,1,0,4,1,0,0.0,1,100.0,2,34,33,1,0,0,0,0,0,0,Matches,0.0,1.0,MF,Lyon,Mohamed El Arouch,inf,,0.0
141,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,0.2,13,1,1,6,6,1,13,0,0,,0,,4,26,17,0,0,0,0,0,8,0,Matches,0.2,0.0,"MF,FW",Real Madrid,Sergio Arribas,0.0,,
142,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,28.5,1119,892,1103,16,0,0,1119,1,1,100.0,0,0.0,654,2894,1683,0,0,0,1,0,604,0,Matches,28.5,1.0,GK,Chelsea,Kepa Arrizabalaga,0.0350877192982456,,100.0
143,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,0.2,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4,Matches,0.2,1.0,MF,Valladolid,Roberto Arroyo,5.0,,100.0
144,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,13.5,770,13,145,398,234,26,770,36,15,41.7,13,36.1,473,2944,1530,45,31,11,26,17,504,37,Matches,13.5,36.0,MF,Udinese,Tolgay Arslan,2.6666666666666665,,41.7
145,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,1.5,68,2,14,36,20,6,68,4,3,75.0,0,0.0,45,217,106,4,4,0,4,3,54,9,Matches,1.5,4.0,"MF,FW",Girona,Ricard Artero,2.6666666666666665,,75.0
146,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,5.4,290,23,90,135,70,5,290,6,2,33.3,4,66.7,140,668,349,8,9,2,8,4,142,22,Matches,5.4,6.0,"DF,MF",Cádiz,Santiago Arzamendia,1.111111111111111,34.0,33.3
147,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,19.0,556,12,65,213,289,80,556,35,13,37.1,16,45.7,343,2354,919,32,19,16,62,31,391,119,Matches,19.0,35.0,"FW,MF",Bochum,Takuma Asano,1.8421052631578947,,37.1
148,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,8.1,553,26,177,280,100,4,553,9,4,44.4,4,44.4,254,976,442,1,3,0,8,4,314,6,Matches,8.1,9.0,MF,Cremonese,Santiago Ascacíbar,1.1111111111111112,,44.4
149,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33,1989,10.0,384,327,384,0,0,0,384,0,0,,0,,198,910,556,0,0,0,2,0,153,0,Matches,10.0,0.0,GK,Valladolid,Sergio Asenjo,0.0,41.4,
150,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,16.0,951,11,66,375,517,71,950,33,23,69.7,7,21.2,609,3688,1856,56,39,11,19,13,725,108,Matches,16.0,33.0,"FW,MF",Real Madrid,Marco Asensio,2.0625,,69.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
151,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,8.1,351,17,68,190,97,8,351,6,3,50.0,1,16.7,131,665,336,10,2,2,13,3,176,17,Matches,8.1,6.0,MF,Lecce,Kristoffer Askildsen,0.7407407407407408,,50.0
152,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,19,2002,1.9,95,3,8,36,53,16,95,3,1,33.3,2,66.7,56,182,103,4,3,3,7,2,75,19,Matches,1.9,3.0,FW,Hoffenheim,Fisnik Asllani,1.5789473684210529,,33.3
153,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20,2002,6.6,507,8,115,309,87,2,507,5,2,40.0,3,60.0,331,1588,634,6,9,1,3,2,389,6,Matches,6.6,5.0,MF,Inter,Kristjan Asllani,0.7575757575757576,38.7,40.0
154,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,31.9,1487,26,111,643,748,145,1484,56,22,39.3,25,44.6,1030,5114,2370,80,58,30,52,46,1199,239,Matches,31.9,56.0,FW,Celta Vigo,Iago Aspas,1.755485893416928,,39.3
155,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,2.9,200,15,51,110,42,6,200,5,1,20.0,3,60.0,122,727,411,10,7,2,4,2,105,13,Matches,2.9,5.0,DF,Rennes,Lorenz Assignon,1.7241379310344829,,20.0
156,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,8.7,632,22,149,295,202,18,632,43,19,44.2,22,51.2,443,2882,1605,38,29,8,10,5,402,63,Matches,8.7,43.0,"DF,MF",Nice,Youcef Atal,4.942528735632185,,44.2
157,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,1.9,76,5,21,32,24,8,76,5,0,0.0,3,60.0,50,319,135,5,3,2,3,4,45,6,Matches,1.9,5.0,MF,Reims,Valentin Atangana Edoa,2.631578947368421,,0.0
158,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33,1989,6.2,161,7,16,69,79,23,161,5,3,60.0,2,40.0,86,529,259,9,6,4,11,4,116,29,Matches,6.2,5.0,FW,Chelsea,Pierre-Emerick Aubameyang,0.8064516129032258,,60.0
159,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33,1989,0.1,4,0,1,2,1,1,4,0,0,,0,,2,8,1,0,0,0,0,0,2,0,Matches,0.1,0.0,FW,Barcelona,Pierre-Emerick Aubameyang,0.0,,
160,Emil Audero,it ITA,GK,Sampdoria,it Serie A,25,1997,25.0,982,811,968,17,0,0,982,0,0,,0,,548,2997,1827,0,0,0,1,0,414,0,Matches,25.0,0.0,GK,Sampdoria,Emil Audero,0.0,,
161,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,34.0,1981,88,615,856,544,21,1981,64,36,56.3,23,35.9,1042,5837,3177,84,43,5,21,17,1167,153,Matches,34.0,64.0,DF,Sampdoria,Tommaso Augello,1.8823529411764703,,56.3
162,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,0.9,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27,0,2,0,0,0,21,3,Matches,0.9,1.0,DF,Aston Villa,Ludwig Augustinsson,1.1111111111111112,,0.0
163,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28,1994,1.5,80,6,28,32,20,2,80,0,0,,0,,39,132,62,0,1,0,0,0,39,6,Matches,1.5,0.0,DF,Mallorca,Ludwig Augustinsson,0.0,38.1,
164,Carlos Augusto,br BRA,DF,Monza,it Serie A,23,1999,34.3,2073,111,676,917,498,71,2073,61,33,54.1,24,39.3,1032,5925,3073,87,62,15,45,28,1267,151,Matches,34.3,61.0,DF,Monza,Carlos Augusto,1.7784256559766765,,54.1
165,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,21.6,1238,107,484,505,263,13,1238,32,16,50.0,11,34.4,520,2394,1398,37,26,2,31,18,574,50,Matches,21.6,32.0,DF,Nott'ham Forest,Serge Aurier,1.4814814814814814,,50.0
166,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,14.3,722,24,123,366,239,24,721,25,10,40.0,14,56.0,512,2801,950,20,12,3,18,4,471,58,Matches,14.3,25.0,"MF,FW",Auxerre,Mathias Autret,1.748251748251748,32.8,40.0
167,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,19.0,739,18,83,275,383,61,736,34,17,50.0,14,41.2,422,1922,710,23,18,6,39,18,509,96,Matches,19.0,34.0,"FW,MF",Osasuna,Ezequiel Ávila,1.7894736842105263,,50.0
168,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,19.9,876,119,508,369,5,2,876,1,0,0.0,0,0.0,576,3235,1495,3,1,0,3,0,508,1,Matches,19.9,1.0,DF,Ajaccio,Cédric Avinel,0.050251256281407,,0.0
169,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,15.6,434,22,62,177,203,55,434,23,9,39.1,11,47.8,246,1269,530,18,13,9,68,29,284,55,Matches,15.6,23.0,FW,Nott'ham Forest,Taiwo Awoniyi,1.4743589743589745,,39.1
170,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,18,2003,0.7,30,0,5,18,8,1,30,1,0,0.0,0,0.0,19,76,44,0,0,0,2,0,25,2,Matches,0.7,1.0,MF,Brighton,Yasin Ayari,1.4285714285714286,,0.0
171,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,20,2002,6.3,380,24,128,165,97,5,380,14,4,28.6,7,50.0,166,963,416,9,12,2,13,3,158,21,Matches,6.3,14.0,"DF,FW",Schalke 04,Mehmet Aydin,2.2222222222222223,,28.6
172,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,32,1989,3.5,106,11,15,49,42,8,105,6,1,16.7,4,66.7,40,271,102,3,3,2,3,4,62,16,Matches,3.5,6.0,"FW,MF",Nott'ham Forest,André Ayew,1.7142857142857142,,16.7
173,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,30.2,1327,46,192,611,560,98,1327,149,65,43.6,59,39.6,801,5195,2372,83,50,31,107,83,932,174,Matches,30.2,149.0,"FW,MF",Crystal Palace,Jordan Ayew,4.933774834437086,,43.6
174,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,6.1,385,54,198,182,6,0,385,0,0,,0,,235,1168,744,8,5,0,0,1,264,0,Matches,6.1,0.0,DF,Sassuolo,Kaan Ayhan,0.0,,
175,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,22.8,1413,79,466,578,390,56,1413,33,13,39.4,17,51.5,648,2963,1480,28,20,4,23,12,700,100,Matches,22.8,33.0,DF,Leeds United,Luke Ayling,1.4473684210526316,,39.4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
176,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0.0,0.0,MF,Leverkusen,Ayman Azhil,,,
177,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,10.3,344,13,43,175,135,48,344,11,6,54.5,5,45.5,167,769,343,11,8,8,23,10,256,45,Matches,10.3,11.0,"FW,MF",Leverkusen,Sardar Azmoun,1.0679611650485437,,54.5
178,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,17.0,1245,84,424,510,319,25,1245,13,7,53.8,5,38.5,612,2691,1573,23,19,0,12,5,753,81,Matches,17.0,13.0,DF,Chelsea,César Azpilicueta,0.7647058823529411,,53.8
179,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0.0,0.0,DF,RB Leipzig,Sanoussy Ba,,,
180,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,26,1996,18.9,773,61,253,476,60,8,773,19,11,57.9,5,26.3,413,1926,498,3,5,0,28,15,398,8,Matches,18.9,19.0,"MF,DF",Mallorca,Iddrisu Baba,1.0052910052910051,,57.9
181,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,33.3,1640,237,976,633,43,16,1640,8,4,50.0,4,50.0,891,4831,2792,21,13,1,10,3,1013,5,Matches,33.3,8.0,DF,Almería,Srđan Babić,0.2402402402402402,,50.0
182,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,16.1,1030,117,572,431,34,10,1030,9,6,66.7,2,22.2,609,2716,1276,7,5,0,6,2,648,2,Matches,16.1,9.0,DF,Sevilla,Loïc Bade,0.5590062111801242,,66.7
183,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22,2000,1.0,67,7,35,31,2,2,67,0,0,,0,,51,277,100,0,0,0,0,0,51,0,Matches,1.0,0.0,DF,Rennes,Loïc Bade,0.0,,
184,Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,36.0,1189,1110,1188,2,0,0,1189,0,0,,0,,599,3229,1937,0,0,0,2,0,401,0,Matches,36.0,0.0,GK,Elche,Édgar Badía,0.0,,
185,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,10.1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,11,2,0,2,3,689,2,Matches,10.1,3.0,DF,Chelsea,Benoît Badiashile,0.297029702970297,,33.3
186,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,9.3,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114,3,3,1,3,0,349,0,Matches,9.3,1.0,DF,Monaco,Benoît Badiashile,0.1075268817204301,35.5,0.0
187,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,21.6,1103,28,152,512,454,66,1103,62,27,43.5,25,40.3,752,3962,1847,50,42,14,41,34,873,110,Matches,21.6,62.0,"MF,FW",Villarreal,Alex Baena,2.8703703703703702,,43.5
